recomendacion_id;problema_id;tecnica_id;tarea_id;prioridad;nota_profesional
TO_R0044;TO_P003;TO_T005;TO_TA017;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0045;TO_P003;TO_T006;TO_TA018;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0046;TO_P003;TO_T007;TO_TA019;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0047;TO_P003;TO_T029;TO_TA061;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0048;TO_P003;TO_T029;TO_TA062;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0049;TO_P004;TO_T001;TO_TA001;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0050;TO_P004;TO_T001;TO_TA002;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0051;TO_P004;TO_T001;TO_TA003;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0052;TO_P004;TO_T002;TO_TA004;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0053;TO_P004;TO_T003;TO_TA005;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0054;TO_P004;TO_T003;TO_TA006;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0055;TO_P004;TO_T003;TO_TA007;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0056;TO_P004;TO_T003;TO_TA008;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0057;TO_P004;TO_T003;TO_TA009;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0058;TO_P004;TO_T003;TO_TA010;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0059;TO_P004;TO_T005;TO_TA016;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0060;TO_P004;TO_T005;TO_TA017;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0061;TO_P004;TO_T006;TO_TA018;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0062;TO_P004;TO_T007;TO_TA019;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0063;TO_P004;TO_T029;TO_TA061;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0064;TO_P004;TO_T029;TO_TA062;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0065;TO_P005;TO_T001;TO_TA001;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0066;TO_P005;TO_T001;TO_TA002;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0067;TO_P005;TO_T001;TO_TA003;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0068;TO_P005;TO_T002;TO_TA004;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0069;TO_P005;TO_T003;TO_TA005;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0070;TO_P005;TO_T003;TO_TA006;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0071;TO_P005;TO_T003;TO_TA007;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0072;TO_P005;TO_T003;TO_TA008;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0073;TO_P005;TO_T003;TO_TA009;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0074;TO_P005;TO_T003;TO_TA010;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0075;TO_P005;TO_T005;TO_TA016;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0076;TO_P005;TO_T005;TO_TA017;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0077;TO_P005;TO_T006;TO_TA018;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0078;TO_P005;TO_T007;TO_TA019;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0079;TO_P005;TO_T029;TO_TA061;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0080;TO_P005;TO_T029;TO_TA062;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0081;TO_P006;TO_T001;TO_TA001;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0082;TO_P006;TO_T001;TO_TA002;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0083;TO_P006;TO_T001;TO_TA003;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0084;TO_P006;TO_T002;TO_TA004;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0085;TO_P006;TO_T004;TO_TA011;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0086;TO_P006;TO_T004;TO_TA012;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0087;TO_P006;TO_T004;TO_TA013;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0088;TO_P006;TO_T004;TO_TA014;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0089;TO_P006;TO_T004;TO_TA015;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0090;TO_P006;TO_T005;TO_TA016;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0091;TO_P006;TO_T005;TO_TA017;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0092;TO_P006;TO_T008;TO_TA020;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0093;TO_P006;TO_T008;TO_TA021;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0094;TO_P006;TO_T015;TO_TA035;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0095;TO_P006;TO_T016;TO_TA036;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0096;TO_P006;TO_T016;TO_TA037;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0097;TO_P006;TO_T029;TO_TA061;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0098;TO_P006;TO_T029;TO_TA062;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0099;TO_P007;TO_T001;TO_TA001;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0100;TO_P007;TO_T001;TO_TA002;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0101;TO_P007;TO_T001;TO_TA003;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0102;TO_P007;TO_T002;TO_TA004;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0103;TO_P007;TO_T004;TO_TA011;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0104;TO_P007;TO_T004;TO_TA012;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0105;TO_P007;TO_T004;TO_TA013;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0106;TO_P007;TO_T004;TO_TA014;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0107;TO_P007;TO_T004;TO_TA015;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0108;TO_P007;TO_T005;TO_TA016;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0109;TO_P007;TO_T005;TO_TA017;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0110;TO_P007;TO_T008;TO_TA020;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0111;TO_P007;TO_T008;TO_TA021;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0112;TO_P007;TO_T015;TO_TA035;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0113;TO_P007;TO_T016;TO_TA036;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0114;TO_P007;TO_T016;TO_TA037;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0115;TO_P007;TO_T029;TO_TA061;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0116;TO_P007;TO_T029;TO_TA062;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0117;TO_P008;TO_T001;TO_TA001;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0118;TO_P008;TO_T001;TO_TA002;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0119;TO_P008;TO_T001;TO_TA003;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0120;TO_P008;TO_T002;TO_TA004;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0121;TO_P008;TO_T004;TO_TA011;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0122;TO_P008;TO_T004;TO_TA012;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0123;TO_P008;TO_T004;TO_TA013;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0124;TO_P008;TO_T004;TO_TA014;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0125;TO_P008;TO_T004;TO_TA015;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0126;TO_P008;TO_T005;TO_TA016;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0127;TO_P008;TO_T005;TO_TA017;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0128;TO_P008;TO_T008;TO_TA020;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0129;TO_P008;TO_T008;TO_TA021;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0130;TO_P008;TO_T015;TO_TA035;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0131;TO_P008;TO_T016;TO_TA036;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0132;TO_P008;TO_T016;TO_TA037;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0133;TO_P008;TO_T029;TO_TA061;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0134;TO_P008;TO_T029;TO_TA062;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0135;TO_P009;TO_T001;TO_TA001;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0136;TO_P009;TO_T001;TO_TA002;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0137;TO_P009;TO_T001;TO_TA003;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0138;TO_P009;TO_T002;TO_TA004;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0139;TO_P009;TO_T004;TO_TA011;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0140;TO_P009;TO_T004;TO_TA012;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0141;TO_P009;TO_T004;TO_TA013;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0142;TO_P009;TO_T004;TO_TA014;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0143;TO_P009;TO_T004;TO_TA015;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0144;TO_P009;TO_T005;TO_TA016;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0145;TO_P009;TO_T005;TO_TA017;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0146;TO_P009;TO_T008;TO_TA020;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0147;TO_P009;TO_T008;TO_TA021;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0148;TO_P009;TO_T015;TO_TA035;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0149;TO_P009;TO_T016;TO_TA036;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0150;TO_P009;TO_T016;TO_TA037;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0151;TO_P009;TO_T029;TO_TA061;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0152;TO_P009;TO_T029;TO_TA062;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0153;TO_P010;TO_T001;TO_TA001;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0154;TO_P010;TO_T001;TO_TA002;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0155;TO_P010;TO_T001;TO_TA003;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0156;TO_P010;TO_T002;TO_TA004;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0157;TO_P010;TO_T004;TO_TA011;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0158;TO_P010;TO_T004;TO_TA012;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0159;TO_P010;TO_T004;TO_TA013;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0160;TO_P010;TO_T004;TO_TA014;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0161;TO_P010;TO_T004;TO_TA015;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0162;TO_P010;TO_T005;TO_TA016;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0163;TO_P010;TO_T005;TO_TA017;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0164;TO_P010;TO_T008;TO_TA020;alta;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0165;TO_P010;TO_T008;TO_TA021;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0166;TO_P010;TO_T015;TO_TA035;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
TO_R0167;TO_P010;TO_T016;TO_TA036;media;El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
