AREA;PROBLEMA_OBJETIVO;ALIAS;RIESGO_PROBLEMA;TECNICA_METODO;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO;RIESGO_TAREA;DURACION;PRIORIDAD;FUENTE_IDS;NOTA_PROFESIONAL
Actividades básicas de la vida diaria (ABVD);Dificultad para vestirse;Vestido;medio;Adaptación de actividad;Modificar método de tarea;Probar forma alternativa de realizar actividad difícil.;Reducir barrera.;bajo;1 semana;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para vestirse;Vestido;medio;Adaptación de actividad;Dividir tarea en subtareas;Separar actividad compleja en pasos pequeños y visibles.;Facilitar finalización.;bajo;1 semana;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para vestirse;Vestido;medio;Graduación de actividad;Aumentar dificultad progresiva;Añadir duración, precisión o menos ayuda gradualmente.;Progresar desempeño.;bajo;2 semanas;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para vestirse;Vestido;medio;Productos de apoyo;Entrenar uso de ayuda técnica;Practicar uso de calzador, pinza, cubiertos adaptados u otra ayuda.;Mejorar autonomía.;medio;10 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para vestirse;Vestido;medio;Seguimiento funcional y resultados;Escala de desempeño percibido 0-10;Valorar dificultad, satisfacción y ayuda necesaria en actividad objetivo.;Medir evolución.;bajo;semanal;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para vestirse;Vestido;medio;Seguimiento funcional y resultados;Registro de independencia;Registrar ayuda: independiente, supervisión, mínima, moderada, máxima.;Medir autonomía.;bajo;semanal;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Valoración ocupacional inicial;Perfil ocupacional inicial;Formulario de roles, rutinas, prioridades, dificultades y objetivos.;Definir punto de partida.;bajo;30 min;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Valoración ocupacional inicial;Registro de actividades de 3 días;Registrar actividades, ayuda necesaria, fatiga, dolor, satisfacción y barreras.;Identificar patrones.;bajo;3 días;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Valoración ocupacional inicial;Lista de prioridades ocupacionales;Elegir 3 actividades importantes que quiere/necesita mejorar.;Orientar objetivos.;bajo;15 min;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Análisis de actividad;Análisis de actividad problemática;Descomponer actividad en pasos, demandas y puntos de dificultad.;Planificar intervención.;bajo;20 min;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Entrenamiento en ABVD;Practicar vestido por pasos;Entrenar vestido con secuencia, ayudas o adaptación acordada.;Mejorar autonomía en vestido.;medio;10-15 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Entrenamiento en ABVD;Entrenamiento de botones/cremallera;Practicar cierres con ropa real o material adaptado.;Mejorar destreza aplicada.;bajo;10 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Entrenamiento en ABVD;Rutina de baño segura;Aplicar pasos y ayudas para ducha/baño seguro.;Mejorar seguridad e independencia.;alto;supervisado;alta;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Entrenamiento en ABVD;Entrenamiento de higiene oral/aseo;Practicar secuencia de aseo con apoyo visual o adaptación.;Aumentar independencia.;bajo;diario;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Entrenamiento en ABVD;Uso de cubiertos adaptado;Practicar agarre, corte, llevar alimento o utensilios adaptados.;Mejorar alimentación funcional.;medio;10 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Entrenamiento en ABVD;Secuencia WC segura;Practicar transferencia, ropa e higiene con ayudas necesarias.;Mejorar seguridad.;alto;supervisado;alta;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Adaptación de actividad;Modificar método de tarea;Probar forma alternativa de realizar actividad difícil.;Reducir barrera.;bajo;1 semana;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Adaptación de actividad;Dividir tarea en subtareas;Separar actividad compleja en pasos pequeños y visibles.;Facilitar finalización.;bajo;1 semana;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Graduación de actividad;Aumentar dificultad progresiva;Añadir duración, precisión o menos ayuda gradualmente.;Progresar desempeño.;bajo;2 semanas;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Productos de apoyo;Entrenar uso de ayuda técnica;Practicar uso de calzador, pinza, cubiertos adaptados u otra ayuda.;Mejorar autonomía.;medio;10 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Seguimiento funcional y resultados;Escala de desempeño percibido 0-10;Valorar dificultad, satisfacción y ayuda necesaria en actividad objetivo.;Medir evolución.;bajo;semanal;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para baño e higiene;Baño/aseo;alto;Seguimiento funcional y resultados;Registro de independencia;Registrar ayuda: independiente, supervisión, mínima, moderada, máxima.;Medir autonomía.;bajo;semanal;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Valoración ocupacional inicial;Perfil ocupacional inicial;Formulario de roles, rutinas, prioridades, dificultades y objetivos.;Definir punto de partida.;bajo;30 min;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Valoración ocupacional inicial;Registro de actividades de 3 días;Registrar actividades, ayuda necesaria, fatiga, dolor, satisfacción y barreras.;Identificar patrones.;bajo;3 días;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Valoración ocupacional inicial;Lista de prioridades ocupacionales;Elegir 3 actividades importantes que quiere/necesita mejorar.;Orientar objetivos.;bajo;15 min;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Análisis de actividad;Análisis de actividad problemática;Descomponer actividad en pasos, demandas y puntos de dificultad.;Planificar intervención.;bajo;20 min;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Entrenamiento en ABVD;Practicar vestido por pasos;Entrenar vestido con secuencia, ayudas o adaptación acordada.;Mejorar autonomía en vestido.;medio;10-15 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Entrenamiento en ABVD;Entrenamiento de botones/cremallera;Practicar cierres con ropa real o material adaptado.;Mejorar destreza aplicada.;bajo;10 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Entrenamiento en ABVD;Rutina de baño segura;Aplicar pasos y ayudas para ducha/baño seguro.;Mejorar seguridad e independencia.;alto;supervisado;alta;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Entrenamiento en ABVD;Entrenamiento de higiene oral/aseo;Practicar secuencia de aseo con apoyo visual o adaptación.;Aumentar independencia.;bajo;diario;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Entrenamiento en ABVD;Uso de cubiertos adaptado;Practicar agarre, corte, llevar alimento o utensilios adaptados.;Mejorar alimentación funcional.;medio;10 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Entrenamiento en ABVD;Secuencia WC segura;Practicar transferencia, ropa e higiene con ayudas necesarias.;Mejorar seguridad.;alto;supervisado;alta;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Adaptación de actividad;Modificar método de tarea;Probar forma alternativa de realizar actividad difícil.;Reducir barrera.;bajo;1 semana;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Adaptación de actividad;Dividir tarea en subtareas;Separar actividad compleja en pasos pequeños y visibles.;Facilitar finalización.;bajo;1 semana;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Graduación de actividad;Aumentar dificultad progresiva;Añadir duración, precisión o menos ayuda gradualmente.;Progresar desempeño.;bajo;2 semanas;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Productos de apoyo;Entrenar uso de ayuda técnica;Practicar uso de calzador, pinza, cubiertos adaptados u otra ayuda.;Mejorar autonomía.;medio;10 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Seguimiento funcional y resultados;Escala de desempeño percibido 0-10;Valorar dificultad, satisfacción y ayuda necesaria en actividad objetivo.;Medir evolución.;bajo;semanal;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para alimentación;Comer/beber;medio;Seguimiento funcional y resultados;Registro de independencia;Registrar ayuda: independiente, supervisión, mínima, moderada, máxima.;Medir autonomía.;bajo;semanal;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Valoración ocupacional inicial;Perfil ocupacional inicial;Formulario de roles, rutinas, prioridades, dificultades y objetivos.;Definir punto de partida.;bajo;30 min;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Valoración ocupacional inicial;Registro de actividades de 3 días;Registrar actividades, ayuda necesaria, fatiga, dolor, satisfacción y barreras.;Identificar patrones.;bajo;3 días;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Valoración ocupacional inicial;Lista de prioridades ocupacionales;Elegir 3 actividades importantes que quiere/necesita mejorar.;Orientar objetivos.;bajo;15 min;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Análisis de actividad;Análisis de actividad problemática;Descomponer actividad en pasos, demandas y puntos de dificultad.;Planificar intervención.;bajo;20 min;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Entrenamiento en ABVD;Practicar vestido por pasos;Entrenar vestido con secuencia, ayudas o adaptación acordada.;Mejorar autonomía en vestido.;medio;10-15 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Entrenamiento en ABVD;Entrenamiento de botones/cremallera;Practicar cierres con ropa real o material adaptado.;Mejorar destreza aplicada.;bajo;10 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Entrenamiento en ABVD;Rutina de baño segura;Aplicar pasos y ayudas para ducha/baño seguro.;Mejorar seguridad e independencia.;alto;supervisado;alta;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Entrenamiento en ABVD;Entrenamiento de higiene oral/aseo;Practicar secuencia de aseo con apoyo visual o adaptación.;Aumentar independencia.;bajo;diario;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Entrenamiento en ABVD;Uso de cubiertos adaptado;Practicar agarre, corte, llevar alimento o utensilios adaptados.;Mejorar alimentación funcional.;medio;10 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Entrenamiento en ABVD;Secuencia WC segura;Practicar transferencia, ropa e higiene con ayudas necesarias.;Mejorar seguridad.;alto;supervisado;alta;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Adaptación de actividad;Modificar método de tarea;Probar forma alternativa de realizar actividad difícil.;Reducir barrera.;bajo;1 semana;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Adaptación de actividad;Dividir tarea en subtareas;Separar actividad compleja en pasos pequeños y visibles.;Facilitar finalización.;bajo;1 semana;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Graduación de actividad;Aumentar dificultad progresiva;Añadir duración, precisión o menos ayuda gradualmente.;Progresar desempeño.;bajo;2 semanas;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Productos de apoyo;Entrenar uso de ayuda técnica;Practicar uso de calzador, pinza, cubiertos adaptados u otra ayuda.;Mejorar autonomía.;medio;10 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Seguimiento funcional y resultados;Escala de desempeño percibido 0-10;Valorar dificultad, satisfacción y ayuda necesaria en actividad objetivo.;Medir evolución.;bajo;semanal;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad para aseo personal;Grooming;bajo;Seguimiento funcional y resultados;Registro de independencia;Registrar ayuda: independiente, supervisión, mínima, moderada, máxima.;Medir autonomía.;bajo;semanal;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad en uso del WC;Toileting;alto;Valoración ocupacional inicial;Perfil ocupacional inicial;Formulario de roles, rutinas, prioridades, dificultades y objetivos.;Definir punto de partida.;bajo;30 min;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad en uso del WC;Toileting;alto;Valoración ocupacional inicial;Registro de actividades de 3 días;Registrar actividades, ayuda necesaria, fatiga, dolor, satisfacción y barreras.;Identificar patrones.;bajo;3 días;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad en uso del WC;Toileting;alto;Valoración ocupacional inicial;Lista de prioridades ocupacionales;Elegir 3 actividades importantes que quiere/necesita mejorar.;Orientar objetivos.;bajo;15 min;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad en uso del WC;Toileting;alto;Análisis de actividad;Análisis de actividad problemática;Descomponer actividad en pasos, demandas y puntos de dificultad.;Planificar intervención.;bajo;20 min;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad en uso del WC;Toileting;alto;Entrenamiento en ABVD;Practicar vestido por pasos;Entrenar vestido con secuencia, ayudas o adaptación acordada.;Mejorar autonomía en vestido.;medio;10-15 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad en uso del WC;Toileting;alto;Entrenamiento en ABVD;Entrenamiento de botones/cremallera;Practicar cierres con ropa real o material adaptado.;Mejorar destreza aplicada.;bajo;10 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad en uso del WC;Toileting;alto;Entrenamiento en ABVD;Rutina de baño segura;Aplicar pasos y ayudas para ducha/baño seguro.;Mejorar seguridad e independencia.;alto;supervisado;alta;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad en uso del WC;Toileting;alto;Entrenamiento en ABVD;Entrenamiento de higiene oral/aseo;Practicar secuencia de aseo con apoyo visual o adaptación.;Aumentar independencia.;bajo;diario;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
Actividades básicas de la vida diaria (ABVD);Dificultad en uso del WC;Toileting;alto;Entrenamiento en ABVD;Uso de cubiertos adaptado;Practicar agarre, corte, llevar alimento o utensilios adaptados.;Mejorar alimentación funcional.;medio;10 min/día;media;"TO_SRC001;TO_SRC011";El terapeuta ocupacional debe adaptar la actividad a evaluación, contexto, seguridad, entorno, preferencias y objetivos funcionales.
