problema_id;tecnica_id
LOG_P037;LOG_T001
LOG_P037;LOG_T022
LOG_P037;LOG_T024
LOG_P037;LOG_T025
LOG_P037;LOG_T027
LOG_P037;LOG_T028
LOG_P037;LOG_T029
LOG_P038;LOG_T001
LOG_P038;LOG_T014
LOG_P038;LOG_T015
LOG_P038;LOG_T027
LOG_P038;LOG_T028
LOG_P038;LOG_T030
LOG_P039;LOG_T001
LOG_P039;LOG_T014
LOG_P039;LOG_T015
LOG_P039;LOG_T028
LOG_P039;LOG_T030
LOG_P040;LOG_T001
LOG_P040;LOG_T014
LOG_P040;LOG_T015
LOG_P040;LOG_T027
LOG_P040;LOG_T029
LOG_P041;LOG_T001
LOG_P041;LOG_T003
LOG_P041;LOG_T026
LOG_P041;LOG_T027
LOG_P041;LOG_T029
LOG_P042;LOG_T001
LOG_P042;LOG_T026
LOG_P042;LOG_T024
LOG_P042;LOG_T027
LOG_P042;LOG_T028
LOG_P042;LOG_T029
