recomendacion_id;problema_id;tecnica_id;tarea_id;prioridad;nota_profesional
LOG_R0020;LOG_P002;LOG_T003;LOG_TA009;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0021;LOG_P002;LOG_T003;LOG_TA010;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0022;LOG_P002;LOG_T004;LOG_TA011;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0023;LOG_P002;LOG_T005;LOG_TA012;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0024;LOG_P002;LOG_T005;LOG_TA013;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0025;LOG_P002;LOG_T005;LOG_TA014;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0026;LOG_P002;LOG_T005;LOG_TA073;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0027;LOG_P002;LOG_T027;LOG_TA060;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0028;LOG_P002;LOG_T027;LOG_TA062;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0029;LOG_P002;LOG_T027;LOG_TA066;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0030;LOG_P002;LOG_T029;LOG_TA063;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0031;LOG_P002;LOG_T029;LOG_TA068;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0032;LOG_P003;LOG_T001;LOG_TA001;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0033;LOG_P003;LOG_T001;LOG_TA002;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0034;LOG_P003;LOG_T001;LOG_TA003;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0035;LOG_P003;LOG_T001;LOG_TA004;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0036;LOG_P003;LOG_T002;LOG_TA005;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0037;LOG_P003;LOG_T002;LOG_TA006;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0038;LOG_P003;LOG_T002;LOG_TA007;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0039;LOG_P003;LOG_T002;LOG_TA008;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0040;LOG_P003;LOG_T003;LOG_TA009;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0041;LOG_P003;LOG_T003;LOG_TA010;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0042;LOG_P003;LOG_T023;LOG_TA050;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0043;LOG_P003;LOG_T023;LOG_TA051;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0044;LOG_P003;LOG_T023;LOG_TA075;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0045;LOG_P003;LOG_T027;LOG_TA060;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0046;LOG_P003;LOG_T027;LOG_TA062;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0047;LOG_P003;LOG_T027;LOG_TA066;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0048;LOG_P003;LOG_T029;LOG_TA063;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0049;LOG_P003;LOG_T029;LOG_TA068;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0050;LOG_P004;LOG_T001;LOG_TA001;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0051;LOG_P004;LOG_T001;LOG_TA002;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0052;LOG_P004;LOG_T001;LOG_TA003;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0053;LOG_P004;LOG_T001;LOG_TA004;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0054;LOG_P004;LOG_T002;LOG_TA005;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0055;LOG_P004;LOG_T002;LOG_TA006;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0056;LOG_P004;LOG_T002;LOG_TA007;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0057;LOG_P004;LOG_T002;LOG_TA008;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0058;LOG_P004;LOG_T003;LOG_TA009;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0059;LOG_P004;LOG_T003;LOG_TA010;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0060;LOG_P004;LOG_T027;LOG_TA060;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0061;LOG_P004;LOG_T027;LOG_TA062;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0062;LOG_P004;LOG_T027;LOG_TA066;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0063;LOG_P004;LOG_T029;LOG_TA063;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0064;LOG_P004;LOG_T029;LOG_TA068;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0065;LOG_P005;LOG_T001;LOG_TA001;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0066;LOG_P005;LOG_T001;LOG_TA002;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0067;LOG_P005;LOG_T001;LOG_TA003;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0068;LOG_P005;LOG_T001;LOG_TA004;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0069;LOG_P005;LOG_T002;LOG_TA005;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0070;LOG_P005;LOG_T002;LOG_TA006;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0071;LOG_P005;LOG_T002;LOG_TA007;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0072;LOG_P005;LOG_T002;LOG_TA008;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0073;LOG_P005;LOG_T003;LOG_TA009;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0074;LOG_P005;LOG_T003;LOG_TA010;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0075;LOG_P005;LOG_T027;LOG_TA060;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0076;LOG_P005;LOG_T027;LOG_TA062;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0077;LOG_P005;LOG_T027;LOG_TA066;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0078;LOG_P005;LOG_T029;LOG_TA063;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0079;LOG_P005;LOG_T029;LOG_TA068;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0080;LOG_P006;LOG_T001;LOG_TA001;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0081;LOG_P006;LOG_T001;LOG_TA002;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0082;LOG_P006;LOG_T001;LOG_TA003;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0083;LOG_P006;LOG_T001;LOG_TA004;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0084;LOG_P006;LOG_T005;LOG_TA012;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0085;LOG_P006;LOG_T005;LOG_TA013;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0086;LOG_P006;LOG_T005;LOG_TA014;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0087;LOG_P006;LOG_T005;LOG_TA073;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0088;LOG_P006;LOG_T006;LOG_TA015;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0089;LOG_P006;LOG_T006;LOG_TA016;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0090;LOG_P006;LOG_T008;LOG_TA019;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0091;LOG_P006;LOG_T008;LOG_TA020;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0092;LOG_P006;LOG_T008;LOG_TA072;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0093;LOG_P006;LOG_T008;LOG_TA074;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0094;LOG_P006;LOG_T027;LOG_TA060;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0095;LOG_P006;LOG_T027;LOG_TA062;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0096;LOG_P006;LOG_T027;LOG_TA066;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0097;LOG_P006;LOG_T028;LOG_TA061;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0098;LOG_P006;LOG_T028;LOG_TA065;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0099;LOG_P006;LOG_T029;LOG_TA063;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0101;LOG_P007;LOG_T001;LOG_TA001;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0102;LOG_P007;LOG_T001;LOG_TA002;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0103;LOG_P007;LOG_T001;LOG_TA003;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0104;LOG_P007;LOG_T001;LOG_TA004;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0105;LOG_P007;LOG_T005;LOG_TA012;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0106;LOG_P007;LOG_T005;LOG_TA013;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0107;LOG_P007;LOG_T005;LOG_TA014;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0108;LOG_P007;LOG_T005;LOG_TA073;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0109;LOG_P007;LOG_T006;LOG_TA015;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0110;LOG_P007;LOG_T006;LOG_TA016;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0111;LOG_P007;LOG_T007;LOG_TA017;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0112;LOG_P007;LOG_T007;LOG_TA018;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0113;LOG_P007;LOG_T008;LOG_TA019;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0114;LOG_P007;LOG_T008;LOG_TA020;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0115;LOG_P007;LOG_T008;LOG_TA072;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0116;LOG_P007;LOG_T008;LOG_TA074;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0117;LOG_P007;LOG_T009;LOG_TA021;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0118;LOG_P007;LOG_T009;LOG_TA022;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0119;LOG_P007;LOG_T027;LOG_TA060;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0120;LOG_P007;LOG_T027;LOG_TA062;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0126;LOG_P008;LOG_T001;LOG_TA001;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0127;LOG_P008;LOG_T001;LOG_TA002;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0128;LOG_P008;LOG_T001;LOG_TA003;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0129;LOG_P008;LOG_T001;LOG_TA004;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0130;LOG_P008;LOG_T005;LOG_TA012;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0131;LOG_P008;LOG_T005;LOG_TA013;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0132;LOG_P008;LOG_T005;LOG_TA014;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0133;LOG_P008;LOG_T005;LOG_TA073;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0134;LOG_P008;LOG_T006;LOG_TA015;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0135;LOG_P008;LOG_T006;LOG_TA016;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0136;LOG_P008;LOG_T027;LOG_TA060;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0137;LOG_P008;LOG_T027;LOG_TA062;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0138;LOG_P008;LOG_T027;LOG_TA066;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0139;LOG_P008;LOG_T029;LOG_TA063;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0140;LOG_P008;LOG_T029;LOG_TA068;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0141;LOG_P009;LOG_T001;LOG_TA001;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0142;LOG_P009;LOG_T001;LOG_TA002;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0143;LOG_P009;LOG_T001;LOG_TA003;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0144;LOG_P009;LOG_T001;LOG_TA004;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0145;LOG_P009;LOG_T005;LOG_TA012;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0146;LOG_P009;LOG_T005;LOG_TA013;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0147;LOG_P009;LOG_T005;LOG_TA014;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0148;LOG_P009;LOG_T005;LOG_TA073;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0149;LOG_P009;LOG_T007;LOG_TA017;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0150;LOG_P009;LOG_T007;LOG_TA018;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0151;LOG_P009;LOG_T008;LOG_TA019;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0152;LOG_P009;LOG_T008;LOG_TA020;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0153;LOG_P009;LOG_T008;LOG_TA072;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0154;LOG_P009;LOG_T008;LOG_TA074;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0155;LOG_P009;LOG_T027;LOG_TA060;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0156;LOG_P009;LOG_T027;LOG_TA062;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0157;LOG_P009;LOG_T027;LOG_TA066;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0158;LOG_P009;LOG_T029;LOG_TA063;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0159;LOG_P009;LOG_T029;LOG_TA068;media;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
LOG_R0160;LOG_P010;LOG_T001;LOG_TA001;alta;El logopeda debe adaptar la tarea a edad, evaluación, objetivos, contexto familiar/escolar/laboral, seguridad y normativa aplicable.
