tarea_id;titulo;descripcion;objetivo;nivel_riesgo;duracion_estimada;tecnica_id
LOG_TA038;Identificación de fonema inicial;Buscar palabras que empiezan por un sonido objetivo.;Mejorar conciencia fonémica.;bajo;10 min/día;LOG_T017
LOG_TA039;Mezcla de sonidos;Unir sonidos o sílabas para formar palabras.;Apoyar lectura inicial.;bajo;10 min/día;LOG_T017
LOG_TA040;Lectura repetida breve;Leer el mismo texto breve varias veces registrando precisión y comodidad.;Mejorar fluidez lectora.;bajo;10 min/día;LOG_T018
LOG_TA041;Lectura con preguntas;Leer texto breve y responder preguntas literales e inferenciales.;Mejorar comprensión lectora.;bajo;15 min;LOG_T018
LOG_TA042;Lista de palabras funcionales;Leer palabras frecuentes y relevantes para el contexto del paciente.;Mejorar lectura funcional.;bajo;10 min/día;LOG_T018
LOG_TA043;Dictado estructurado;Escribir palabras o frases con patrones trabajados.;Mejorar correspondencia sonido-letra.;bajo;10 min/día;LOG_T019
LOG_TA044;Planificar y revisar texto corto;Escribir 5-8 líneas con planificación, borrador y revisión.;Mejorar escritura funcional.;medio;20 min;LOG_T019
LOG_TA045;Denominación con claves semánticas;Nombrar imágenes usando pistas de categoría, función o lugar.;Mejorar acceso léxico.;medio;10-15 min;LOG_T021
LOG_TA046;Denominación con claves fonológicas;Nombrar palabras usando inicial, sílaba o número de sonidos como pista.;Mejorar recuperación de palabras.;medio;10-15 min;LOG_T021
LOG_TA047;Conversación funcional guiada;Practicar conversación sobre temas reales usando apoyos y estrategias.;Mejorar comunicación cotidiana.;medio;15-20 min;LOG_T022
LOG_TA048;Guion comunicativo funcional;Preparar frases útiles para una situación concreta: pedir ayuda, cita, compra, llamada.;Aumentar autonomía comunicativa.;bajo;20 min;LOG_T022
LOG_TA049;Apoyo al interlocutor;Entrenar a familiar/cuidador en esperar, confirmar, simplificar y ofrecer opciones.;Mejorar comunicación en entorno real.;bajo;20 min;LOG_T022
LOG_TA050;Secuencias motoras de habla;Practicar sílabas/palabras con secuencia motora progresiva.;Mejorar planificación motora del habla.;alto;supervisado;LOG_T023
LOG_TA051;Control de intensidad y prosodia;Practicar volumen, ritmo, acento o entonación con feedback profesional.;Mejorar naturalidad e inteligibilidad.;medio;10 min/día;LOG_T023
LOG_TA052;Tablero de comunicación básico;Crear o usar tablero con necesidades, personas, lugares y emociones.;Aumentar comunicación funcional.;medio;diario;LOG_T024
LOG_TA053;Uso de pictogramas en rutina;Usar apoyo visual en una rutina concreta: comida, colegio, baño, agenda.;Facilitar comprensión y expresión.;bajo;diario;LOG_T024
LOG_TA054;Elección entre dos opciones;Practicar elección funcional mediante señal, gesto, mirada, pictograma o palabra.;Aumentar intención comunicativa.;bajo;diario;LOG_T024
LOG_TA055;Practicar turnos conversacionales;Conversación guiada respetando turnos, tema y escucha.;Mejorar pragmática.;bajo;10 min/día;LOG_T025
LOG_TA056;Inferencias sociales en viñetas;Analizar qué piensa/siente un personaje y por qué.;Mejorar comprensión pragmática.;bajo;10-15 min;LOG_T025
LOG_TA057;Role-play de situación social;Ensayar saludo, petición, desacuerdo o cierre de conversación.;Mejorar uso social del lenguaje.;bajo;10-15 min;LOG_T025
LOG_TA058;Discriminación de sonidos del habla;Identificar si dos sonidos/palabras son iguales o diferentes.;Mejorar percepción auditiva del habla.;medio;10 min/día;LOG_T026
LOG_TA059;Identificación auditiva en ruido suave;Reconocer palabras/frases con distracción controlada si procede.;Mejorar escucha funcional.;medio;supervisado;LOG_T026
LOG_TA060;Pauta familiar semanal;La familia aplica una pauta concreta en una rutina diaria.;Generalizar intervención al entorno.;bajo;7 días;LOG_T027
LOG_TA061;Pauta escolar semanal;Enviar objetivo breve y pauta de apoyo al aula si procede.;Generalizar intervención escolar.;bajo;semanal;LOG_T028
LOG_TA062;Registro de práctica en casa;Marcar días de práctica, dificultad y observaciones.;Mejorar adherencia y seguimiento.;bajo;7 días;LOG_T027
LOG_TA063;Plan de mantenimiento;Definir rutina mínima de práctica tras mejora o alta.;Mantener logros.;bajo;20 min;LOG_T029
LOG_TA064;Checklist de señales de alarma;Revisar signos que requieren derivación: pérdida súbita, aspiración, pérdida peso, dolor, cambios neurológicos.;Aumentar seguridad clínica.;alto;supervisado;LOG_T030
LOG_TA065;Coordinación con ORL/odontología/neurología;Preparar resumen y motivos de coordinación profesional.;Favorecer abordaje interdisciplinar.;alto;supervisado;LOG_T028
LOG_TA066;Adaptar material a intereses;Crear lista de temas, juguetes, lecturas o actividades motivantes.;Aumentar adherencia.;bajo;15 min;LOG_T027
LOG_TA067;Escala de participación comunicativa;Valorar con paciente/familia de 0-10 participación en situaciones clave.;Medir cambio funcional.;bajo;semanal;LOG_T022
LOG_TA068;Diario de generalización;Registrar cuándo se usó la habilidad fuera de consulta.;Comprobar transferencia a vida real.;bajo;7 días;LOG_T029
LOG_TA069;Respiración nasal funcional observada;Registrar momentos de respiración oral/nasal y posibles desencadenantes.;Aumentar conciencia y orientar coordinación.;medio;7 días;LOG_T015
LOG_TA070;Ejercicios de soplo pautados;Realizar ejercicios de soplo solo si están indicados por objetivo funcional concreto.;Trabajar control respiratorio/oral cuando proceda.;bajo;5 min/día;LOG_T014
LOG_TA071;Control de saliva en rutina;Aplicar recordatorios o estrategias acordadas en momentos concretos.;Mejorar manejo funcional de saliva.;medio;7 días;LOG_T015
LOG_TA072;Práctica de vocabulario funcional;Practicar palabras útiles del día a día: alimentos, personas, lugares, acciones.;Mejorar comunicación funcional.;bajo;10 min/día;LOG_T008
LOG_TA073;Comprensión de preguntas WH;Responder quién, qué, dónde, cuándo, por qué con apoyo visual.;Mejorar comprensión y expresión.;bajo;10 min/día;LOG_T005
LOG_TA074;Clasificación por categorías;Agrupar palabras por familia semántica y explicar criterio.;Mejorar organización léxica.;bajo;10 min/día;LOG_T008
LOG_TA075;Repetición funcional graduada;Repetir sílabas, palabras y frases con dificultad progresiva.;Mejorar precisión del habla.;medio;10 min/día;LOG_T023
LOG_TA076;Lectura en voz alta con feedback;Leer texto breve trabajando articulación, ritmo, voz o prosodia.;Integrar objetivos en habla funcional.;medio;10 min/día;LOG_T018
LOG_TA077;Hidratación vocal programada;Programar ingesta de agua y pausas vocales durante jornada.;Cuidar voz profesional.;bajo;7 días;LOG_T012
LOG_TA078;Reducir carraspeo;Sustituir carraspeo por sorbo de agua, trago seco o técnica pautada.;Reducir irritación vocal.;bajo;7 días;LOG_T012
LOG_TA079;Lectura labial/apoyo visual básico;Usar pistas visuales y contexto para apoyar comprensión cuando procede.;Mejorar comunicación con hipoacusia.;medio;supervisado;LOG_T026
LOG_TA080;Entrenamiento del compañero comunicativo;Dar pautas a familiares/cuidadores: tiempo, elección, confirmación, no interrumpir.;Mejorar entorno comunicativo.;bajo;20-30 min;LOG_T022
