problema_id;area_id;nombre;descripcion;poblacion;tipo_intervencion;nivel_riesgo;fuente_ids
SEX_P011;SEX_A003;Dificultad de lubricación;Sequedad o lubricación insuficiente con impacto en comodidad, deseo o dolor.;adultos;médica_derivación;medio;"SEX_SRC016;SEX_SRC017"
SEX_P012;SEX_A003;Disfunción eréctil situacional;Dificultad de erección en ciertos contextos con posible componente psicológico/relacional.;adultos;individual/pareja;medio;"SEX_SRC006;SEX_SRC013"
SEX_P013;SEX_A003;Disfunción eréctil persistente o de inicio brusco;Dificultad mantenida o cambio súbito que requiere valoración médica.;adultos;médica_derivación;alto;"SEX_SRC006;SEX_SRC008"
SEX_P014;SEX_A003;Pérdida de excitación por autoobservación;Monitorización excesiva del cuerpo o rendimiento que interrumpe la excitación.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC014"
SEX_P015;SEX_A004;Eyaculación precoz con malestar;Eyaculación antes de lo deseado, con bajo control percibido y malestar.;adultos;individual/pareja;medio;"SEX_SRC007;SEX_SRC011"
SEX_P016;SEX_A004;Eyaculación retardada o dificultad orgásmica masculina;Retraso o dificultad persistente para eyacular/orgasmar con malestar.;adultos;médica_derivación;medio;"SEX_SRC007;SEX_SRC008"
SEX_P017;SEX_A004;Anorgasmia femenina;Dificultad persistente para alcanzar orgasmo con malestar, pese a estimulación suficiente y contexto adecuado.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC017"
SEX_P018;SEX_A004;Dificultad orgásmica situacional;La dificultad aparece solo con determinadas prácticas, pareja o contexto.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC012"
SEX_P019;SEX_A004;Ansiedad por alcanzar orgasmo;Presión por llegar al orgasmo que interfiere con placer y conexión.;adultos;individual/pareja;medio;"SEX_SRC010;SEX_SRC014"
SEX_P020;SEX_A005;Dolor durante penetración;Dolor genital o pélvico durante intentos de penetración o actividad sexual.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC013"
SEX_P021;SEX_A005;Vaginismo / dificultad de penetración;Contracción, miedo o imposibilidad de penetración con malestar.;adultos;médica_derivación;alto;"SEX_SRC017;SEX_SRC012"
SEX_P022;SEX_A005;Evitación sexual por dolor anticipado;Evitación de intimidad por miedo a dolor, tensión o experiencias previas.;adultos;individual/pareja;alto;"SEX_SRC017;SEX_SRC010"
SEX_P023;SEX_A005;Dolor sexual tras cambios hormonales o menopausia;Dolor, sequedad o molestias asociadas a cambios hormonales que requieren valoración médica.;adultos;médica_derivación;alto;"SEX_SRC016;SEX_SRC017"
SEX_P024;SEX_A005;Miedo a exploración ginecológica/urológica;Ansiedad intensa ante exploraciones o consultas por dolor/sexualidad.;adultos;médica_derivación;medio;"SEX_SRC017;SEX_SRC014"
SEX_P025;SEX_A006;Ansiedad de rendimiento sexual;Miedo a no cumplir, perder excitación, no satisfacer o ser evaluado.;adultos;individual/pareja;medio;"SEX_SRC004;SEX_SRC014"
SEX_P026;SEX_A006;Evitación de encuentros íntimos por miedo a fallar;Evitar intimidad para no exponerse a ansiedad, vergüenza o frustración.;adultos;individual/pareja;medio;"SEX_SRC004;SEX_SRC010"
SEX_P027;SEX_A006;Autoobservación corporal excesiva;Atención rígida a erección, lubricación, cuerpo, respuesta o rendimiento.;adultos;individual;medio;"SEX_SRC010;SEX_SRC014"
SEX_P028;SEX_A006;Pensamientos intrusivos durante intimidad;Pensamientos de fracaso, asco, culpa, peligro o juicio que interfieren.;adultos;individual;medio;"SEX_SRC004;SEX_SRC005"
SEX_P029;SEX_A006;Vergüenza tras dificultad sexual puntual;Interpretación catastrófica de un episodio sexual aislado.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC013"
SEX_P030;SEX_A007;Comunicación sexual insuficiente;Dificultad para hablar de deseos, límites, preferencias o malestar.;adultos;pareja;bajo;"SEX_SRC010;SEX_SRC012"
SEX_P031;SEX_A007;Rutina o desconexión erótica en pareja;Pérdida de novedad, conexión o espacios de intimidad compartida.;adultos;pareja;bajo;"SEX_SRC010;SEX_SRC012"
SEX_P032;SEX_A007;Conflictos de pareja que afectan sexualidad;Discusión, distancia emocional o resentimiento que reduce intimidad.;adultos;pareja;medio;"SEX_SRC004;SEX_SRC010"
SEX_P033;SEX_A007;Dificultad para pedir o expresar preferencias;Miedo a incomodar, ser juzgado o parecer egoísta.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC012"
SEX_P034;SEX_A007;Desigualdad percibida en iniciativa sexual;Malestar por sentir que una persona inicia, rechaza o sostiene siempre la intimidad.;adultos;pareja;medio;"SEX_SRC010;SEX_SRC012"
SEX_P035;SEX_A008;Dificultad para poner límites sexuales;Dificultad para decir no, parar, pedir pausa o expresar incomodidad.;adultos/adolescentes;individual/pareja;alto;"SEX_SRC001;SEX_SRC003"
SEX_P036;SEX_A008;Presión o coerción sexual en relación;La persona percibe obligación, miedo, manipulación o presión para actividad sexual.;adultos/adolescentes;derivación/seguridad;alto;"SEX_SRC001;SEX_SRC003;SEX_SRC005"
SEX_P037;SEX_A008;Dudas sobre consentimiento y acuerdos;Necesidad de clarificar consentimiento, límites, negociación y seguridad.;adultos/adolescentes;educativa;medio;"SEX_SRC001;SEX_SRC003"
SEX_P038;SEX_A008;Dificultad para negociar prácticas o ritmos;Falta de acuerdos explícitos sobre qué, cuándo, cómo y con qué límites.;adultos;pareja;medio;"SEX_SRC003;SEX_SRC010"
SEX_P039;SEX_A009;Mitos sexuales y expectativas irreales;Creencias rígidas sobre frecuencia, deseo, orgasmo, penetración o rendimiento.;adultos/adolescentes;educativa;bajo;"SEX_SRC001;SEX_SRC010"
SEX_P040;SEX_A009;Culpa o vergüenza sexual aprendida;Malestar vinculado a educación, religión, cultura, familia o experiencias previas.;adultos;individual;medio;"SEX_SRC001;SEX_SRC003"
SEX_P041;SEX_A009;Guion sexual rígido;Creencia de que el encuentro sexual debe seguir una secuencia fija o normativa.;adultos;individual/pareja;bajo;"SEX_SRC010;SEX_SRC012"
SEX_P042;SEX_A009;Expectativas influenciadas por pornografía;Comparación con escenas pornográficas o ideas poco realistas de cuerpo/respuesta.;adultos/adolescentes;educativa;medio;"SEX_SRC001;SEX_SRC013"
SEX_P043;SEX_A010;Dudas sobre orientación sexual;Exploración de orientación, atracción y vivencia sin patologizar.;adultos/adolescentes;afirmativa;bajo;"SEX_SRC001;SEX_SRC003"
SEX_P044;SEX_A010;Dudas sobre identidad o expresión de género;Exploración de identidad, expresión, malestar, apoyo y recursos.;adultos/adolescentes;afirmativa;medio;"SEX_SRC001;SEX_SRC003"
SEX_P045;SEX_A010;Estrés de minoría sexual;Malestar por discriminación, rechazo, ocultación o invalidación.;adultos/adolescentes;afirmativa;medio;"SEX_SRC001;SEX_SRC003"
SEX_P046;SEX_A010;Dificultad para comunicar orientación/identidad;Miedo o dudas sobre cómo, cuándo y a quién compartir identidad/orientación.;adultos/adolescentes;afirmativa;medio;"SEX_SRC001;SEX_SRC003"
SEX_P047;SEX_A011;Historia de abuso o agresión sexual;Antecedente de abuso, agresión o coerción con impacto actual.;adultos;derivación/trauma;alto;"SEX_SRC005;SEX_SRC018"
SEX_P048;SEX_A011;Activadores sexuales postraumáticos;Sensaciones, contextos o gestos que activan miedo, bloqueo o disociación.;adultos;derivación/trauma;alto;"SEX_SRC005;SEX_SRC018"
SEX_P049;SEX_A011;Evitación de intimidad tras trauma;Evitar contacto, intimidad o relaciones por seguridad o recuerdos traumáticos.;adultos;derivación/trauma;alto;"SEX_SRC005;SEX_SRC018"
SEX_P050;SEX_A011;Disociación o desconexión durante intimidad;Sensación de desconexión, ausencia o bloqueo durante situaciones íntimas.;adultos;derivación/trauma;alto;"SEX_SRC005;SEX_SRC018"
SEX_P051;SEX_A012;Vergüenza corporal en intimidad;Malestar por ser visto/a, tocar o mostrar partes del cuerpo.;adultos;individual/pareja;medio;"SEX_SRC004;SEX_SRC010"
SEX_P052;SEX_A012;Autoimagen sexual negativa;Creencias de no ser deseable, atractivo/a o válido/a sexualmente.;adultos;individual;medio;"SEX_SRC004;SEX_SRC010"
SEX_P053;SEX_A012;Evitación de intimidad por inseguridad corporal;Evitar luz, desnudez, contacto o iniciativa por inseguridad corporal.;adultos;individual/pareja;medio;"SEX_SRC004;SEX_SRC010"
SEX_P054;SEX_A013;Consumo de pornografía con malestar;La persona percibe que el consumo genera culpa, conflicto o interferencia.;adultos;individual;medio;"SEX_SRC004;SEX_SRC013"
SEX_P055;SEX_A013;Uso compulsivo de contenido sexual digital;Dificultad para controlar uso pese a consecuencias funcionales o relacionales.;adultos;individual;alto;"SEX_SRC004;SEX_SRC010"
SEX_P056;SEX_A013;Comparación sexual por pornografía;Comparación de cuerpo, rendimiento o prácticas con contenido pornográfico.;adultos/adolescentes;educativa;medio;"SEX_SRC001;SEX_SRC013"
SEX_P057;SEX_A013;Conflicto de pareja por pornografía;Desacuerdo, secreto o dolor relacional asociado al consumo de pornografía.;adultos;pareja;medio;"SEX_SRC010;SEX_SRC012"
SEX_P058;SEX_A014;Sexualidad en embarazo o posparto;Cambios de deseo, cuerpo, cansancio, dolor, miedo o comunicación en esta etapa.;adultos;médica_derivación;medio;SEX_SRC017
SEX_P059;SEX_A014;Sexualidad en menopausia;Cambios hormonales, deseo, lubricación, dolor o identidad sexual.;adultos;médica_derivación;medio;"SEX_SRC016;SEX_SRC017"
SEX_P060;SEX_A014;Sexualidad en envejecimiento;Cambios físicos, medicación, deseo, pareja, autoestima y adaptación.;adultos mayores;médica_derivación;medio;"SEX_SRC001;SEX_SRC013"
SEX_P061;SEX_A014;Sexualidad y diversidad funcional;Adaptación de intimidad, autonomía, comunicación y apoyos según capacidad.;adultos;educativa/individual;medio;"SEX_SRC001;SEX_SRC003"
SEX_P062;SEX_A014;Educación sexual adolescente;Información adaptada sobre consentimiento, autocuidado, relaciones y prevención.;adolescentes;educativa;medio;"SEX_SRC001;SEX_SRC015"
SEX_P063;SEX_A015;Cambios sexuales por medicación;Cambios de deseo, excitación, orgasmo o respuesta asociados a fármacos.;adultos;médica_derivación;alto;"SEX_SRC013;SEX_SRC017"
SEX_P064;SEX_A015;Sexualidad con enfermedad crónica;Adaptación de intimidad ante dolor, fatiga, diabetes, cardiopatía u otras condiciones.;adultos;médica_derivación;alto;SEX_SRC013
SEX_P065;SEX_A015;Miedo sexual tras problema médico;Miedo a daño, recaída, dolor o fracaso tras diagnóstico/tratamiento.;adultos;médica_derivación;medio;SEX_SRC013
SEX_P066;SEX_A015;Necesidad de derivación médica por síntomas físicos;Síntomas físicos persistentes, cambios bruscos, dolor, sangrado o disfunción nueva.;adultos;médica_derivación;alto;"SEX_SRC006;SEX_SRC017;SEX_SRC013"
SEX_P067;SEX_A016;Impacto sexual de infertilidad o reproducción asistida;Presión, calendario, pérdida de espontaneidad o duelo vinculado a fertilidad.;adultos;pareja/individual;medio;"SEX_SRC001;SEX_SRC004"
SEX_P068;SEX_A016;Miedo al embarazo o a ITS;Ansiedad por consecuencias sexuales que reduce disfrute o aumenta evitación.;adultos/adolescentes;educativa/médica_derivación;medio;"SEX_SRC015;SEX_SRC014"
SEX_P069;SEX_A016;Duelo reproductivo;Pérdida, renuncia o dificultad reproductiva con impacto emocional y sexual.;adultos;individual/pareja;medio;"SEX_SRC004;SEX_SRC005"
SEX_P070;SEX_A016;Comunicación de proyecto vital y reproducción;Dificultad para hablar de hijos, fertilidad, tiempos o decisiones reproductivas.;adultos;pareja;bajo;"SEX_SRC001;SEX_SRC003"
