AREA;PROBLEMA_OBJETIVO;DESCRIPCION_PROBLEMA;POBLACION;TIPO_INTERVENCION_PROBLEMA;RIESGO_PROBLEMA;FUENTE_IDS;TECNICA_METODO;DESCRIPCION_TECNICA;RIESGO_TECNICA;TIPO_INTERVENCION_TECNICA;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;TIPO_INTERVENCION_TAREA;PRIORIDAD;NOTA_PROFESIONAL
Salud sexual integral;Dudas sobre prácticas seguras y autocuidado;Necesidad de comprender prevención, pruebas, comunicación y reducción de riesgos sexuales.;adultos/adolescentes;educativa;medio;"SEX_SRC001;SEX_SRC015";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Mapa biopsicosocial sexual;Registrar factores físicos, emocionales, relacionales, culturales y contextuales.;Comprender el problema sin reducirlo a una causa única.;bajo;30 min;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dudas sobre prácticas seguras y autocuidado;Necesidad de comprender prevención, pruebas, comunicación y reducción de riesgos sexuales.;adultos/adolescentes;educativa;medio;"SEX_SRC001;SEX_SRC015";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Registro de prácticas de autocuidado sexual;Registrar sueño, estrés, actividad física, consumo, salud y estado emocional.;Detectar factores generales.;bajo;7 días;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dudas sobre prácticas seguras y autocuidado;Necesidad de comprender prevención, pruebas, comunicación y reducción de riesgos sexuales.;adultos/adolescentes;educativa;medio;"SEX_SRC001;SEX_SRC015";Historia sexual clínica estructurada;Recoger motivo, historia, salud, medicación, relación, dolor, seguridad y objetivos.;medio;clínica;Historia sexual segura y gradual;Completar cronología básica de experiencias, aprendizajes, salud y cambios, sin detalles innecesarios.;Organizar información clínica.;medio;sesión;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dudas sobre prácticas seguras y autocuidado;Necesidad de comprender prevención, pruebas, comunicación y reducción de riesgos sexuales.;adultos/adolescentes;educativa;medio;"SEX_SRC001;SEX_SRC015";Educación sexual inclusiva;Información adaptada, respetuosa y no discriminatoria sobre sexualidad y diversidad.;bajo;educativa;Material inclusivo de educación sexual;Seleccionar recursos adaptados a orientación, identidad, cultura y capacidad.;Mejorar información respetuosa.;bajo;variable;educativa;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dudas sobre prácticas seguras y autocuidado;Necesidad de comprender prevención, pruebas, comunicación y reducción de riesgos sexuales.;adultos/adolescentes;educativa;medio;"SEX_SRC001;SEX_SRC015";Prevención sexual y autocuidado;Información sobre pruebas, barreras, anticoncepción, comunicación y reducción de riesgos.;medio;educativa;Plan de prevención y pruebas;Definir pruebas, barreras, comunicación, calendario y recursos sanitarios.;Reducir riesgo y ansiedad.;medio;20 min;educativa;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dudas sobre prácticas seguras y autocuidado;Necesidad de comprender prevención, pruebas, comunicación y reducción de riesgos sexuales.;adultos/adolescentes;educativa;medio;"SEX_SRC001;SEX_SRC015";Plan de prevención de recaídas;Detectar señales tempranas, barreras, acuerdos y estrategias de mantenimiento.;bajo;individual/pareja;Plan de mantenimiento;Señales tempranas, estrategias útiles, acuerdos y fecha de revisión.;Prevenir recaídas.;bajo;mensual;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dificultad para hablar de sexualidad en consulta;Vergüenza, bloqueo o evitación al expresar dudas sexuales al profesional o pareja.;adultos;individual;bajo;"SEX_SRC010;SEX_SRC012";Psicoeducación sexual basada en evidencia;Explicar sexualidad, respuesta sexual, variabilidad, placer, consentimiento y seguridad sin patologizar.;bajo;educativa;Rueda de salud sexual personal;Completar áreas de bienestar, dudas, límites, valores y objetivos sexuales.;Clarificar demanda y objetivos.;bajo;20-30 min;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dificultad para hablar de sexualidad en consulta;Vergüenza, bloqueo o evitación al expresar dudas sexuales al profesional o pareja.;adultos;individual;bajo;"SEX_SRC010;SEX_SRC012";Psicoeducación sexual basada en evidencia;Explicar sexualidad, respuesta sexual, variabilidad, placer, consentimiento y seguridad sin patologizar.;bajo;educativa;Lista de dudas para consulta;Anotar dudas de sexualidad, salud, prevención o relación para revisar en sesión.;Facilitar conversación profesional.;bajo;10 min;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dificultad para hablar de sexualidad en consulta;Vergüenza, bloqueo o evitación al expresar dudas sexuales al profesional o pareja.;adultos;individual;bajo;"SEX_SRC010;SEX_SRC012";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Mapa biopsicosocial sexual;Registrar factores físicos, emocionales, relacionales, culturales y contextuales.;Comprender el problema sin reducirlo a una causa única.;bajo;30 min;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dificultad para hablar de sexualidad en consulta;Vergüenza, bloqueo o evitación al expresar dudas sexuales al profesional o pareja.;adultos;individual;bajo;"SEX_SRC010;SEX_SRC012";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Registro de prácticas de autocuidado sexual;Registrar sueño, estrés, actividad física, consumo, salud y estado emocional.;Detectar factores generales.;bajo;7 días;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dificultad para hablar de sexualidad en consulta;Vergüenza, bloqueo o evitación al expresar dudas sexuales al profesional o pareja.;adultos;individual;bajo;"SEX_SRC010;SEX_SRC012";Historia sexual clínica estructurada;Recoger motivo, historia, salud, medicación, relación, dolor, seguridad y objetivos.;medio;clínica;Historia sexual segura y gradual;Completar cronología básica de experiencias, aprendizajes, salud y cambios, sin detalles innecesarios.;Organizar información clínica.;medio;sesión;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dificultad para hablar de sexualidad en consulta;Vergüenza, bloqueo o evitación al expresar dudas sexuales al profesional o pareja.;adultos;individual;bajo;"SEX_SRC010;SEX_SRC012";Educación sexual inclusiva;Información adaptada, respetuosa y no discriminatoria sobre sexualidad y diversidad.;bajo;educativa;Material inclusivo de educación sexual;Seleccionar recursos adaptados a orientación, identidad, cultura y capacidad.;Mejorar información respetuosa.;bajo;variable;educativa;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dificultad para hablar de sexualidad en consulta;Vergüenza, bloqueo o evitación al expresar dudas sexuales al profesional o pareja.;adultos;individual;bajo;"SEX_SRC010;SEX_SRC012";Prevención sexual y autocuidado;Información sobre pruebas, barreras, anticoncepción, comunicación y reducción de riesgos.;medio;educativa;Plan de prevención y pruebas;Definir pruebas, barreras, comunicación, calendario y recursos sanitarios.;Reducir riesgo y ansiedad.;medio;20 min;educativa;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Dificultad para hablar de sexualidad en consulta;Vergüenza, bloqueo o evitación al expresar dudas sexuales al profesional o pareja.;adultos;individual;bajo;"SEX_SRC010;SEX_SRC012";Plan de prevención de recaídas;Detectar señales tempranas, barreras, acuerdos y estrategias de mantenimiento.;bajo;individual/pareja;Plan de mantenimiento;Señales tempranas, estrategias útiles, acuerdos y fecha de revisión.;Prevenir recaídas.;bajo;mensual;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Desconocimiento de la respuesta sexual;Falta de comprensión del ciclo de respuesta sexual, variabilidad y factores emocionales/físicos.;adultos;educativa;bajo;"SEX_SRC010;SEX_SRC013";Psicoeducación sexual basada en evidencia;Explicar sexualidad, respuesta sexual, variabilidad, placer, consentimiento y seguridad sin patologizar.;bajo;educativa;Rueda de salud sexual personal;Completar áreas de bienestar, dudas, límites, valores y objetivos sexuales.;Clarificar demanda y objetivos.;bajo;20-30 min;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Desconocimiento de la respuesta sexual;Falta de comprensión del ciclo de respuesta sexual, variabilidad y factores emocionales/físicos.;adultos;educativa;bajo;"SEX_SRC010;SEX_SRC013";Psicoeducación sexual basada en evidencia;Explicar sexualidad, respuesta sexual, variabilidad, placer, consentimiento y seguridad sin patologizar.;bajo;educativa;Lista de dudas para consulta;Anotar dudas de sexualidad, salud, prevención o relación para revisar en sesión.;Facilitar conversación profesional.;bajo;10 min;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Desconocimiento de la respuesta sexual;Falta de comprensión del ciclo de respuesta sexual, variabilidad y factores emocionales/físicos.;adultos;educativa;bajo;"SEX_SRC010;SEX_SRC013";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Mapa biopsicosocial sexual;Registrar factores físicos, emocionales, relacionales, culturales y contextuales.;Comprender el problema sin reducirlo a una causa única.;bajo;30 min;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Desconocimiento de la respuesta sexual;Falta de comprensión del ciclo de respuesta sexual, variabilidad y factores emocionales/físicos.;adultos;educativa;bajo;"SEX_SRC010;SEX_SRC013";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Registro de prácticas de autocuidado sexual;Registrar sueño, estrés, actividad física, consumo, salud y estado emocional.;Detectar factores generales.;bajo;7 días;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Desconocimiento de la respuesta sexual;Falta de comprensión del ciclo de respuesta sexual, variabilidad y factores emocionales/físicos.;adultos;educativa;bajo;"SEX_SRC010;SEX_SRC013";Historia sexual clínica estructurada;Recoger motivo, historia, salud, medicación, relación, dolor, seguridad y objetivos.;medio;clínica;Historia sexual segura y gradual;Completar cronología básica de experiencias, aprendizajes, salud y cambios, sin detalles innecesarios.;Organizar información clínica.;medio;sesión;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Desconocimiento de la respuesta sexual;Falta de comprensión del ciclo de respuesta sexual, variabilidad y factores emocionales/físicos.;adultos;educativa;bajo;"SEX_SRC010;SEX_SRC013";Educación sexual inclusiva;Información adaptada, respetuosa y no discriminatoria sobre sexualidad y diversidad.;bajo;educativa;Material inclusivo de educación sexual;Seleccionar recursos adaptados a orientación, identidad, cultura y capacidad.;Mejorar información respetuosa.;bajo;variable;educativa;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Desconocimiento de la respuesta sexual;Falta de comprensión del ciclo de respuesta sexual, variabilidad y factores emocionales/físicos.;adultos;educativa;bajo;"SEX_SRC010;SEX_SRC013";Prevención sexual y autocuidado;Información sobre pruebas, barreras, anticoncepción, comunicación y reducción de riesgos.;medio;educativa;Plan de prevención y pruebas;Definir pruebas, barreras, comunicación, calendario y recursos sanitarios.;Reducir riesgo y ansiedad.;medio;20 min;educativa;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Salud sexual integral;Desconocimiento de la respuesta sexual;Falta de comprensión del ciclo de respuesta sexual, variabilidad y factores emocionales/físicos.;adultos;educativa;bajo;"SEX_SRC010;SEX_SRC013";Plan de prevención de recaídas;Detectar señales tempranas, barreras, acuerdos y estrategias de mantenimiento.;bajo;individual/pareja;Plan de mantenimiento;Señales tempranas, estrategias útiles, acuerdos y fecha de revisión.;Prevenir recaídas.;bajo;mensual;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Deseo sexual;Deseo sexual bajo situacional;Disminución de deseo asociada a contexto, estrés, relación, rutina o cambios vitales.;adultos;individual/pareja;medio;"SEX_SRC009;SEX_SRC010;SEX_SRC013";Psicoeducación sexual basada en evidencia;Explicar sexualidad, respuesta sexual, variabilidad, placer, consentimiento y seguridad sin patologizar.;bajo;educativa;Rueda de salud sexual personal;Completar áreas de bienestar, dudas, límites, valores y objetivos sexuales.;Clarificar demanda y objetivos.;bajo;20-30 min;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Deseo sexual;Deseo sexual bajo situacional;Disminución de deseo asociada a contexto, estrés, relación, rutina o cambios vitales.;adultos;individual/pareja;medio;"SEX_SRC009;SEX_SRC010;SEX_SRC013";Psicoeducación sexual basada en evidencia;Explicar sexualidad, respuesta sexual, variabilidad, placer, consentimiento y seguridad sin patologizar.;bajo;educativa;Lista de dudas para consulta;Anotar dudas de sexualidad, salud, prevención o relación para revisar en sesión.;Facilitar conversación profesional.;bajo;10 min;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Deseo sexual;Deseo sexual bajo situacional;Disminución de deseo asociada a contexto, estrés, relación, rutina o cambios vitales.;adultos;individual/pareja;medio;"SEX_SRC009;SEX_SRC010;SEX_SRC013";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Mapa biopsicosocial sexual;Registrar factores físicos, emocionales, relacionales, culturales y contextuales.;Comprender el problema sin reducirlo a una causa única.;bajo;30 min;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Deseo sexual;Deseo sexual bajo situacional;Disminución de deseo asociada a contexto, estrés, relación, rutina o cambios vitales.;adultos;individual/pareja;medio;"SEX_SRC009;SEX_SRC010;SEX_SRC013";Modelo biopsicosocial sexual;Analizar factores físicos, psicológicos, relacionales, culturales y contextuales.;bajo;individual/pareja;Registro de prácticas de autocuidado sexual;Registrar sueño, estrés, actividad física, consumo, salud y estado emocional.;Detectar factores generales.;bajo;7 días;individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Deseo sexual;Deseo sexual bajo situacional;Disminución de deseo asociada a contexto, estrés, relación, rutina o cambios vitales.;adultos;individual/pareja;medio;"SEX_SRC009;SEX_SRC010;SEX_SRC013";Registro de deseo/excitación/contexto;Registrar contexto, emoción, estrés, descanso, conexión, deseo y respuesta.;bajo;individual/pareja;Registro de contexto de deseo;Anotar momento, descanso, estrés, conexión, emoción, deseo 0-10 y frenos.;Identificar patrones de deseo.;bajo;7-14 días;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Deseo sexual;Deseo sexual bajo situacional;Disminución de deseo asociada a contexto, estrés, relación, rutina o cambios vitales.;adultos;individual/pareja;medio;"SEX_SRC009;SEX_SRC010;SEX_SRC013";Mapa de deseo;Identificar facilitadores, frenos, contextos, necesidades, fantasías no obligatorias y límites.;bajo;individual/pareja;Mapa de aceleradores y frenos;Listar elementos que facilitan o inhiben deseo/excitación.;Personalizar intervención.;bajo;20 min;individual/pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Deseo sexual;Deseo sexual bajo situacional;Disminución de deseo asociada a contexto, estrés, relación, rutina o cambios vitales.;adultos;individual/pareja;medio;"SEX_SRC009;SEX_SRC010;SEX_SRC013";Trabajo con discrepancia de deseo;Negociar ritmos, expectativas, presión, iniciativa y alternativas de intimidad.;medio;pareja;Conversación de discrepancia de deseo;Hablar con turnos: qué necesito, qué temo, qué puedo ofrecer, qué no quiero presionar.;Reducir lucha y presión.;medio;30 min;pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Deseo sexual;Deseo sexual bajo situacional;Disminución de deseo asociada a contexto, estrés, relación, rutina o cambios vitales.;adultos;individual/pareja;medio;"SEX_SRC009;SEX_SRC010;SEX_SRC013";Plan de intimidad no exigente;Crear espacios de cercanía sin objetivo de rendimiento ni obligación sexual.;bajo;pareja;Cita de intimidad sin objetivo sexual;Planificar un espacio de cercanía sin meta de rendimiento ni obligación.;Recuperar seguridad y conexión.;bajo;semanal;pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Deseo sexual;Deseo sexual bajo situacional;Disminución de deseo asociada a contexto, estrés, relación, rutina o cambios vitales.;adultos;individual/pareja;medio;"SEX_SRC009;SEX_SRC010;SEX_SRC013";Plan de intimidad no exigente;Crear espacios de cercanía sin objetivo de rendimiento ni obligación sexual.;bajo;pareja;Diario de intimidad positiva;Registrar momentos de cercanía no necesariamente sexuales y qué los facilitó.;Ampliar foco más allá del problema.;bajo;7 días;pareja/individual;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
Deseo sexual;Deseo sexual bajo situacional;Disminución de deseo asociada a contexto, estrés, relación, rutina o cambios vitales.;adultos;individual/pareja;medio;"SEX_SRC009;SEX_SRC010;SEX_SRC013";Planificación flexible de encuentros íntimos;Crear oportunidades de intimidad sin convertirlas en obligación o examen.;bajo;pareja;Calendario flexible de intimidad;Reservar espacios de conexión con opción de adaptar actividad según deseo real.;Crear oportunidad sin obligación.;bajo;semanal;pareja;media;Adaptar a consentimiento, seguridad, cultura, edad, orientación/identidad, salud física y contexto relacional. No aplicar tareas de pareja si existe coerción, violencia, miedo o falta de consentimiento.
