problema_id;tecnica_id
FIT2_P012;FIT2_T051
FIT2_P012;FIT2_T055
FIT2_P012;FIT2_T056
FIT2_P013;FIT2_T004
FIT2_P013;FIT2_T005
FIT2_P013;FIT2_T006
FIT2_P013;FIT2_T007
FIT2_P013;FIT2_T008
FIT2_P013;FIT2_T009
FIT2_P013;FIT2_T032
FIT2_P013;FIT2_T035
FIT2_P013;FIT2_T036
FIT2_P013;FIT2_T051
FIT2_P013;FIT2_T055
FIT2_P013;FIT2_T056
FIT2_P014;FIT2_T004
FIT2_P014;FIT2_T005
FIT2_P014;FIT2_T006
FIT2_P014;FIT2_T007
FIT2_P014;FIT2_T008
FIT2_P014;FIT2_T009
FIT2_P014;FIT2_T032
FIT2_P014;FIT2_T035
FIT2_P014;FIT2_T036
FIT2_P014;FIT2_T051
FIT2_P014;FIT2_T055
FIT2_P014;FIT2_T056
FIT2_P015;FIT2_T010
FIT2_P015;FIT2_T011
FIT2_P015;FIT2_T012
FIT2_P015;FIT2_T013
FIT2_P015;FIT2_T014
FIT2_P015;FIT2_T022
FIT2_P015;FIT2_T035
FIT2_P015;FIT2_T054
FIT2_P015;FIT2_T056
FIT2_P016;FIT2_T010
FIT2_P016;FIT2_T011
FIT2_P016;FIT2_T012
FIT2_P016;FIT2_T013
FIT2_P016;FIT2_T014
FIT2_P016;FIT2_T022
FIT2_P016;FIT2_T035
FIT2_P016;FIT2_T054
FIT2_P016;FIT2_T056
FIT2_P017;FIT2_T010
FIT2_P017;FIT2_T011
FIT2_P017;FIT2_T012
FIT2_P017;FIT2_T013
FIT2_P017;FIT2_T014
FIT2_P017;FIT2_T022
FIT2_P017;FIT2_T035
FIT2_P017;FIT2_T054
FIT2_P017;FIT2_T056
FIT2_P018;FIT2_T010
FIT2_P018;FIT2_T011
FIT2_P018;FIT2_T012
FIT2_P018;FIT2_T013
FIT2_P018;FIT2_T014
FIT2_P018;FIT2_T022
FIT2_P018;FIT2_T035
FIT2_P018;FIT2_T054
FIT2_P018;FIT2_T056
FIT2_P019;FIT2_T010
FIT2_P019;FIT2_T011
FIT2_P019;FIT2_T012
FIT2_P019;FIT2_T013
FIT2_P019;FIT2_T014
FIT2_P019;FIT2_T022
FIT2_P019;FIT2_T035
FIT2_P019;FIT2_T054
FIT2_P019;FIT2_T056
FIT2_P020;FIT2_T010
FIT2_P020;FIT2_T011
FIT2_P020;FIT2_T012
FIT2_P020;FIT2_T013
FIT2_P020;FIT2_T014
FIT2_P020;FIT2_T022
FIT2_P020;FIT2_T035
FIT2_P020;FIT2_T054
FIT2_P020;FIT2_T056
FIT2_P021;FIT2_T010
FIT2_P021;FIT2_T011
FIT2_P021;FIT2_T012
FIT2_P021;FIT2_T013
FIT2_P021;FIT2_T014
FIT2_P021;FIT2_T022
FIT2_P021;FIT2_T035
FIT2_P021;FIT2_T054
FIT2_P021;FIT2_T056
FIT2_P022;FIT2_T023
FIT2_P022;FIT2_T024
FIT2_P022;FIT2_T031
FIT2_P022;FIT2_T032
FIT2_P022;FIT2_T034
FIT2_P022;FIT2_T036
FIT2_P022;FIT2_T037
FIT2_P022;FIT2_T038
FIT2_P022;FIT2_T040
FIT2_P022;FIT2_T052
FIT2_P023;FIT2_T023
FIT2_P023;FIT2_T024
FIT2_P023;FIT2_T031
FIT2_P023;FIT2_T032
FIT2_P023;FIT2_T034
FIT2_P023;FIT2_T036
FIT2_P023;FIT2_T037
FIT2_P023;FIT2_T038
FIT2_P023;FIT2_T040
FIT2_P023;FIT2_T052
FIT2_P024;FIT2_T023
FIT2_P024;FIT2_T024
FIT2_P024;FIT2_T031
FIT2_P024;FIT2_T032
FIT2_P024;FIT2_T034
FIT2_P024;FIT2_T036
FIT2_P024;FIT2_T037
FIT2_P024;FIT2_T038
FIT2_P024;FIT2_T040
FIT2_P024;FIT2_T052
FIT2_P025;FIT2_T023
FIT2_P025;FIT2_T024
FIT2_P025;FIT2_T031
FIT2_P025;FIT2_T032
FIT2_P025;FIT2_T034
FIT2_P025;FIT2_T036
FIT2_P025;FIT2_T037
FIT2_P025;FIT2_T038
FIT2_P025;FIT2_T040
FIT2_P025;FIT2_T052
FIT2_P026;FIT2_T023
FIT2_P026;FIT2_T024
FIT2_P026;FIT2_T031
FIT2_P026;FIT2_T032
FIT2_P026;FIT2_T034
FIT2_P026;FIT2_T036
FIT2_P026;FIT2_T037
FIT2_P026;FIT2_T038
FIT2_P026;FIT2_T040
FIT2_P026;FIT2_T052
FIT2_P027;FIT2_T023
FIT2_P027;FIT2_T024
FIT2_P027;FIT2_T031
FIT2_P027;FIT2_T032
FIT2_P027;FIT2_T034
FIT2_P027;FIT2_T036
FIT2_P027;FIT2_T037
FIT2_P027;FIT2_T038
FIT2_P027;FIT2_T040
FIT2_P027;FIT2_T052
FIT2_P028;FIT2_T028
FIT2_P028;FIT2_T029
FIT2_P028;FIT2_T030
FIT2_P028;FIT2_T014
FIT2_P028;FIT2_T015
FIT2_P028;FIT2_T024
FIT2_P028;FIT2_T025
FIT2_P028;FIT2_T035
FIT2_P028;FIT2_T056
FIT2_P029;FIT2_T028
FIT2_P029;FIT2_T029
FIT2_P029;FIT2_T030
FIT2_P029;FIT2_T014
FIT2_P029;FIT2_T015
FIT2_P029;FIT2_T024
FIT2_P029;FIT2_T025
FIT2_P029;FIT2_T035
FIT2_P029;FIT2_T056
FIT2_P030;FIT2_T028
FIT2_P030;FIT2_T029
FIT2_P030;FIT2_T030
FIT2_P030;FIT2_T014
FIT2_P030;FIT2_T015
FIT2_P030;FIT2_T024
FIT2_P030;FIT2_T025
FIT2_P030;FIT2_T035
FIT2_P030;FIT2_T056
FIT2_P031;FIT2_T028
FIT2_P031;FIT2_T029
FIT2_P031;FIT2_T030
FIT2_P031;FIT2_T014
FIT2_P031;FIT2_T015
FIT2_P031;FIT2_T024
FIT2_P031;FIT2_T025
FIT2_P031;FIT2_T035
FIT2_P031;FIT2_T056
FIT2_P032;FIT2_T028
FIT2_P032;FIT2_T029
FIT2_P032;FIT2_T030
FIT2_P032;FIT2_T014
FIT2_P032;FIT2_T015
FIT2_P032;FIT2_T024
FIT2_P032;FIT2_T025
FIT2_P032;FIT2_T035
FIT2_P032;FIT2_T056
FIT2_P033;FIT2_T015
FIT2_P033;FIT2_T016
FIT2_P033;FIT2_T017
FIT2_P033;FIT2_T018
FIT2_P033;FIT2_T019
FIT2_P033;FIT2_T054
FIT2_P033;FIT2_T055
FIT2_P034;FIT2_T015
FIT2_P034;FIT2_T016
FIT2_P034;FIT2_T017
FIT2_P034;FIT2_T018
FIT2_P034;FIT2_T019
FIT2_P034;FIT2_T054
FIT2_P034;FIT2_T055
FIT2_P035;FIT2_T015
FIT2_P035;FIT2_T016
FIT2_P035;FIT2_T017
FIT2_P035;FIT2_T018
FIT2_P035;FIT2_T019
FIT2_P035;FIT2_T054
FIT2_P035;FIT2_T055
FIT2_P036;FIT2_T015
FIT2_P036;FIT2_T016
FIT2_P036;FIT2_T017
FIT2_P036;FIT2_T018
FIT2_P036;FIT2_T019
FIT2_P036;FIT2_T054
FIT2_P036;FIT2_T055
FIT2_P037;FIT2_T015
FIT2_P037;FIT2_T016
FIT2_P037;FIT2_T017
FIT2_P037;FIT2_T018
FIT2_P037;FIT2_T019
FIT2_P037;FIT2_T054
FIT2_P037;FIT2_T055
FIT2_P038;FIT2_T015
FIT2_P038;FIT2_T016
FIT2_P038;FIT2_T017
FIT2_P038;FIT2_T018
FIT2_P038;FIT2_T019
FIT2_P038;FIT2_T054
FIT2_P038;FIT2_T055
FIT2_P039;FIT2_T019
FIT2_P039;FIT2_T020
FIT2_P039;FIT2_T021
FIT2_P039;FIT2_T022
FIT2_P039;FIT2_T013
FIT2_P039;FIT2_T015
FIT2_P039;FIT2_T054
FIT2_P039;FIT2_T055
FIT2_P040;FIT2_T019
FIT2_P040;FIT2_T020
FIT2_P040;FIT2_T021
FIT2_P040;FIT2_T022
FIT2_P040;FIT2_T013
FIT2_P040;FIT2_T015
FIT2_P040;FIT2_T054
FIT2_P040;FIT2_T055
FIT2_P041;FIT2_T019
FIT2_P041;FIT2_T020
FIT2_P041;FIT2_T021
FIT2_P041;FIT2_T022
FIT2_P041;FIT2_T013
FIT2_P041;FIT2_T015
FIT2_P041;FIT2_T054
FIT2_P041;FIT2_T055
FIT2_P042;FIT2_T019
FIT2_P042;FIT2_T020
FIT2_P042;FIT2_T021
FIT2_P042;FIT2_T022
FIT2_P042;FIT2_T013
FIT2_P042;FIT2_T015
FIT2_P042;FIT2_T054
FIT2_P042;FIT2_T055
FIT2_P043;FIT2_T019
FIT2_P043;FIT2_T020
FIT2_P043;FIT2_T021
FIT2_P043;FIT2_T022
FIT2_P043;FIT2_T013
FIT2_P043;FIT2_T015
FIT2_P043;FIT2_T054
FIT2_P043;FIT2_T055
FIT2_P044;FIT2_T023
FIT2_P044;FIT2_T024
FIT2_P044;FIT2_T025
FIT2_P044;FIT2_T026
FIT2_P044;FIT2_T027
FIT2_P044;FIT2_T033
FIT2_P044;FIT2_T035
FIT2_P044;FIT2_T056
FIT2_P045;FIT2_T023
FIT2_P045;FIT2_T024
FIT2_P045;FIT2_T025
FIT2_P045;FIT2_T026
FIT2_P045;FIT2_T027
FIT2_P045;FIT2_T033
FIT2_P045;FIT2_T035
FIT2_P045;FIT2_T056
FIT2_P046;FIT2_T023
FIT2_P046;FIT2_T024
FIT2_P046;FIT2_T025
FIT2_P046;FIT2_T026
FIT2_P046;FIT2_T027
FIT2_P046;FIT2_T033
FIT2_P046;FIT2_T035
FIT2_P046;FIT2_T056
FIT2_P047;FIT2_T023
FIT2_P047;FIT2_T024
FIT2_P047;FIT2_T025
FIT2_P047;FIT2_T026
FIT2_P047;FIT2_T027
FIT2_P047;FIT2_T033
FIT2_P047;FIT2_T035
FIT2_P047;FIT2_T056
FIT2_P048;FIT2_T023
FIT2_P048;FIT2_T024
FIT2_P048;FIT2_T025
FIT2_P048;FIT2_T026
FIT2_P048;FIT2_T027
FIT2_P048;FIT2_T033
FIT2_P048;FIT2_T035
FIT2_P048;FIT2_T056
FIT2_P049;FIT2_T041
FIT2_P049;FIT2_T042
FIT2_P049;FIT2_T043
FIT2_P049;FIT2_T044
FIT2_P049;FIT2_T014
FIT2_P049;FIT2_T035
FIT2_P049;FIT2_T037
FIT2_P050;FIT2_T041
FIT2_P050;FIT2_T042
FIT2_P050;FIT2_T043
FIT2_P050;FIT2_T044
FIT2_P050;FIT2_T014
FIT2_P050;FIT2_T035
FIT2_P050;FIT2_T037
FIT2_P051;FIT2_T041
FIT2_P051;FIT2_T042
FIT2_P051;FIT2_T043
FIT2_P051;FIT2_T044
FIT2_P051;FIT2_T014
FIT2_P051;FIT2_T035
FIT2_P051;FIT2_T037
FIT2_P052;FIT2_T041
FIT2_P052;FIT2_T042
FIT2_P052;FIT2_T043
FIT2_P052;FIT2_T044
FIT2_P052;FIT2_T014
FIT2_P052;FIT2_T035
FIT2_P052;FIT2_T037
FIT2_P053;FIT2_T041
FIT2_P053;FIT2_T042
FIT2_P053;FIT2_T043
FIT2_P053;FIT2_T044
FIT2_P053;FIT2_T014
FIT2_P053;FIT2_T035
FIT2_P053;FIT2_T037
FIT2_P054;FIT2_T013
FIT2_P054;FIT2_T014
FIT2_P054;FIT2_T015
FIT2_P054;FIT2_T019
FIT2_P054;FIT2_T021
FIT2_P054;FIT2_T022
FIT2_P054;FIT2_T054
FIT2_P054;FIT2_T055
FIT2_P055;FIT2_T013
FIT2_P055;FIT2_T014
FIT2_P055;FIT2_T015
FIT2_P055;FIT2_T019
FIT2_P055;FIT2_T021
FIT2_P055;FIT2_T022
FIT2_P055;FIT2_T054
FIT2_P055;FIT2_T055
FIT2_P056;FIT2_T013
FIT2_P056;FIT2_T014
FIT2_P056;FIT2_T015
FIT2_P056;FIT2_T019
FIT2_P056;FIT2_T021
FIT2_P056;FIT2_T022
FIT2_P056;FIT2_T054
FIT2_P056;FIT2_T055
FIT2_P057;FIT2_T013
FIT2_P057;FIT2_T014
FIT2_P057;FIT2_T015
FIT2_P057;FIT2_T019
FIT2_P057;FIT2_T021
FIT2_P057;FIT2_T022
FIT2_P057;FIT2_T054
FIT2_P057;FIT2_T055
FIT2_P058;FIT2_T013
FIT2_P058;FIT2_T014
FIT2_P058;FIT2_T015
FIT2_P058;FIT2_T019
FIT2_P058;FIT2_T021
FIT2_P058;FIT2_T022
FIT2_P058;FIT2_T054
FIT2_P058;FIT2_T055
FIT2_P059;FIT2_T013
FIT2_P059;FIT2_T014
FIT2_P059;FIT2_T015
FIT2_P059;FIT2_T019
FIT2_P059;FIT2_T021
FIT2_P059;FIT2_T022
FIT2_P059;FIT2_T054
FIT2_P059;FIT2_T055
FIT2_P060;FIT2_T045
FIT2_P060;FIT2_T046
FIT2_P060;FIT2_T047
FIT2_P060;FIT2_T014
FIT2_P060;FIT2_T015
FIT2_P060;FIT2_T019
FIT2_P060;FIT2_T056
FIT2_P061;FIT2_T045
FIT2_P061;FIT2_T046
FIT2_P061;FIT2_T047
FIT2_P061;FIT2_T014
FIT2_P061;FIT2_T015
FIT2_P061;FIT2_T019
FIT2_P061;FIT2_T056
FIT2_P062;FIT2_T045
FIT2_P062;FIT2_T046
FIT2_P062;FIT2_T047
FIT2_P062;FIT2_T014
FIT2_P062;FIT2_T015
FIT2_P062;FIT2_T019
FIT2_P062;FIT2_T056
FIT2_P063;FIT2_T045
FIT2_P063;FIT2_T046
FIT2_P063;FIT2_T047
FIT2_P063;FIT2_T014
FIT2_P063;FIT2_T015
FIT2_P063;FIT2_T019
FIT2_P063;FIT2_T056
FIT2_P064;FIT2_T048
FIT2_P064;FIT2_T049
FIT2_P064;FIT2_T050
FIT2_P064;FIT2_T016
FIT2_P064;FIT2_T023
FIT2_P064;FIT2_T024
FIT2_P064;FIT2_T047
FIT2_P065;FIT2_T048
FIT2_P065;FIT2_T049
FIT2_P065;FIT2_T050
FIT2_P065;FIT2_T016
FIT2_P065;FIT2_T023
FIT2_P065;FIT2_T024
FIT2_P065;FIT2_T047
FIT2_P066;FIT2_T048
FIT2_P066;FIT2_T049
FIT2_P066;FIT2_T050
FIT2_P066;FIT2_T016
FIT2_P066;FIT2_T023
FIT2_P066;FIT2_T024
FIT2_P066;FIT2_T047
FIT2_P067;FIT2_T048
FIT2_P067;FIT2_T049
FIT2_P067;FIT2_T050
FIT2_P067;FIT2_T016
FIT2_P067;FIT2_T023
FIT2_P067;FIT2_T024
FIT2_P067;FIT2_T047
FIT2_P068;FIT2_T002
FIT2_P068;FIT2_T037
FIT2_P068;FIT2_T038
FIT2_P068;FIT2_T039
FIT2_P068;FIT2_T040
FIT2_P068;FIT2_T051
FIT2_P068;FIT2_T053
FIT2_P069;FIT2_T002
FIT2_P069;FIT2_T037
FIT2_P069;FIT2_T038
FIT2_P069;FIT2_T039
FIT2_P069;FIT2_T040
FIT2_P069;FIT2_T051
FIT2_P069;FIT2_T053
FIT2_P070;FIT2_T002
FIT2_P070;FIT2_T037
FIT2_P070;FIT2_T038
FIT2_P070;FIT2_T039
FIT2_P070;FIT2_T040
FIT2_P070;FIT2_T051
FIT2_P070;FIT2_T053
FIT2_P071;FIT2_T002
FIT2_P071;FIT2_T037
FIT2_P071;FIT2_T038
FIT2_P071;FIT2_T039
FIT2_P071;FIT2_T040
FIT2_P071;FIT2_T051
FIT2_P071;FIT2_T053
FIT2_P072;FIT2_T002
FIT2_P072;FIT2_T037
FIT2_P072;FIT2_T038
FIT2_P072;FIT2_T039
FIT2_P072;FIT2_T040
FIT2_P072;FIT2_T051
FIT2_P072;FIT2_T053
FIT2_P073;FIT2_T032
FIT2_P073;FIT2_T033
FIT2_P073;FIT2_T052
FIT2_P073;FIT2_T031
FIT2_P073;FIT2_T034
FIT2_P073;FIT2_T051
FIT2_P074;FIT2_T032
FIT2_P074;FIT2_T033
FIT2_P074;FIT2_T052
FIT2_P074;FIT2_T031
FIT2_P074;FIT2_T034
FIT2_P074;FIT2_T051
FIT2_P075;FIT2_T032
FIT2_P075;FIT2_T033
FIT2_P075;FIT2_T052
FIT2_P075;FIT2_T031
FIT2_P075;FIT2_T034
FIT2_P075;FIT2_T051
FIT2_P076;FIT2_T032
FIT2_P076;FIT2_T033
FIT2_P076;FIT2_T052
FIT2_P076;FIT2_T031
FIT2_P076;FIT2_T034
FIT2_P076;FIT2_T051
