problema_id;area_id;nombre;descripcion;poblacion;tipo_intervencion;nivel_riesgo;fuente_ids
FIT2_P013;FIT2_A002;Volumen insuficiente;Pocas series efectivas o baja frecuencia para estimular crecimiento.;general;programación;bajo;"FIT2_SRC004;FIT2_SRC007"
FIT2_P014;FIT2_A002;Recuperación insuficiente para hipertrofia;Fatiga, sueño bajo o nutrición insuficiente que limita adaptación.;general;hábitos;medio;"FIT2_SRC005;FIT2_SRC011"
FIT2_P015;FIT2_A003;Mejorar fuerza general;Aumentar capacidad de mover más carga en patrones básicos.;general;entrenamiento;bajo;"FIT2_SRC004;FIT2_SRC007"
FIT2_P016;FIT2_A003;Mejorar fuerza en sentadilla;Objetivo de progresar en patrón de sentadilla.;intermedio;entrenamiento;medio;"FIT2_SRC004;FIT2_SRC009"
FIT2_P017;FIT2_A003;Mejorar fuerza en peso muerto/bisagra;Objetivo de mejorar patrón de bisagra de cadera.;intermedio;entrenamiento;medio;"FIT2_SRC004;FIT2_SRC009"
FIT2_P018;FIT2_A003;Mejorar fuerza de empuje;Progresar en press banca, flexiones, press militar u otros empujes.;general;entrenamiento;bajo;"FIT2_SRC004;FIT2_SRC007"
FIT2_P019;FIT2_A003;Mejorar fuerza de tracción;Progresar en remos, dominadas, jalones o tracciones.;general;entrenamiento;bajo;"FIT2_SRC004;FIT2_SRC007"
FIT2_P020;FIT2_A003;Estancamiento de fuerza;No mejora carga, repeticiones o rendimiento durante varias semanas.;intermedio;programación;medio;"FIT2_SRC004;FIT2_SRC007"
FIT2_P021;FIT2_A003;Miedo a levantar cargas;Inseguridad o evitación de cargas por miedo, técnica o experiencias previas.;principiante;psicoeducativa;medio;"FIT2_SRC002;FIT2_SRC011"
FIT2_P022;FIT2_A004;Pérdida de grasa corporal;Objetivo de reducir grasa preservando masa muscular.;general;hábitos/entrenamiento;medio;"FIT2_SRC001;FIT2_SRC005;FIT2_SRC006"
FIT2_P023;FIT2_A004;Recomposición corporal;Reducir grasa y ganar o mantener masa muscular simultáneamente.;general;hábitos/entrenamiento;medio;"FIT2_SRC005;FIT2_SRC006"
FIT2_P024;FIT2_A004;Aumentar gasto diario NEAT;Subir pasos y movimiento cotidiano para apoyar objetivo corporal.;general;hábitos;bajo;"FIT2_SRC001;FIT2_SRC003"
FIT2_P025;FIT2_A004;Mantener músculo en déficit;Evitar pérdida muscular durante etapa de pérdida de grasa.;general;entrenamiento;medio;"FIT2_SRC005;FIT2_SRC007"
FIT2_P026;FIT2_A004;Control de perímetro abdominal;Seguimiento de cintura y medidas para valorar tendencia.;general;seguimiento;bajo;"FIT2_SRC006;FIT2_SRC011"
FIT2_P027;FIT2_A004;Bajar peso sin perder adherencia;Pérdida de grasa con enfoque sostenible y flexible.;general;hábitos;medio;"FIT2_SRC006;FIT2_SRC008"
FIT2_P028;FIT2_A005;Mejorar resistencia muscular general;Aumentar capacidad de completar series, circuitos o esfuerzos repetidos.;general;entrenamiento;bajo;"FIT2_SRC002;FIT2_SRC003"
FIT2_P029;FIT2_A005;Aumentar repeticiones de flexiones;Objetivo de mejorar resistencia de empuje con peso corporal.;general;entrenamiento;bajo;"FIT2_SRC002;FIT2_SRC010"
FIT2_P030;FIT2_A005;Aumentar repeticiones de sentadillas;Objetivo de mejorar resistencia de piernas con peso corporal.;general;entrenamiento;bajo;"FIT2_SRC002;FIT2_SRC010"
FIT2_P031;FIT2_A005;Mejorar tolerancia a circuitos;Capacidad de sostener trabajo combinado con descansos breves.;general;entrenamiento;medio;"FIT2_SRC002;FIT2_SRC010"
FIT2_P032;FIT2_A005;Fatiga local rápida;Quemazón o fatiga muscular excesiva ante esfuerzos moderados.;principiante;entrenamiento;bajo;"FIT2_SRC002;FIT2_SRC008"
FIT2_P033;FIT2_A006;Mejorar movilidad general;Objetivo de moverse con más rango, control y comodidad.;general;movilidad;bajo;"FIT2_SRC002;FIT2_SRC009"
FIT2_P034;FIT2_A006;Movilidad de cadera limitada;Dificultad de flexión, extensión o rotación de cadera en ejercicios.;general;movilidad;bajo;"FIT2_SRC009;FIT2_SRC012"
FIT2_P035;FIT2_A006;Movilidad de hombro limitada;Dificultad para elevar brazos, empujar o traccionar con buen rango.;general;movilidad;bajo;"FIT2_SRC009;FIT2_SRC012"
FIT2_P036;FIT2_A006;Movilidad de tobillo limitada;Dorsiflexión limitada que afecta sentadilla, zancada o carrera.;general;movilidad;bajo;"FIT2_SRC009;FIT2_SRC012"
FIT2_P037;FIT2_A006;Rigidez posterior;Sensación de tirantez en isquiosurales, gemelos o cadena posterior.;general;movilidad;bajo;"FIT2_SRC009;FIT2_SRC011"
FIT2_P038;FIT2_A006;Mejorar flexibilidad básica;Objetivo de aumentar tolerancia y rango de estiramientos.;general;movilidad;bajo;"FIT2_SRC002;FIT2_SRC009"
FIT2_P039;FIT2_A007;Mejorar estabilidad del core;Aumentar control del tronco en ejercicios y vida diaria.;general;entrenamiento;bajo;"FIT2_SRC002;FIT2_SRC009"
FIT2_P040;FIT2_A007;Control lumbo-pélvico bajo;Dificultad para estabilizar pelvis y columna durante movimiento.;general;técnica;medio;"FIT2_SRC009;FIT2_SRC012"
FIT2_P041;FIT2_A007;Postura encorvada por hábitos;Tendencia postural asociada a sedentarismo, pantalla o baja fuerza postural.;general;hábitos/entrenamiento;bajo;"FIT2_SRC003;FIT2_SRC009"
FIT2_P042;FIT2_A007;Déficit de estabilidad escapular;Dificultad para controlar escápulas en empujes, tracciones o postura.;general;técnica;bajo;"FIT2_SRC009;FIT2_SRC012"
FIT2_P043;FIT2_A007;Respiración y braceo deficientes;Dificultad para coordinar respiración y tensión del tronco en fuerza.;general;técnica;bajo;"FIT2_SRC004;FIT2_SRC009"
FIT2_P044;FIT2_A008;Mejorar capacidad aeróbica;Aumentar resistencia cardiovascular de base.;general;cardio;bajo;"FIT2_SRC001;FIT2_SRC002"
FIT2_P045;FIT2_A008;Introducir cardio moderado;Comenzar cardio de forma segura y sostenible.;principiante;cardio;bajo;"FIT2_SRC001;FIT2_SRC008"
FIT2_P046;FIT2_A008;Mejorar recuperación entre esfuerzos;Reducir sensación de ahogo o fatiga entre series/intervalos.;general;cardio;medio;"FIT2_SRC002;FIT2_SRC003"
FIT2_P047;FIT2_A008;Preparar carrera básica 5K;Progresar caminata-carrera hasta completar distancia básica.;principiante;cardio;medio;"FIT2_SRC002;FIT2_SRC008"
FIT2_P048;FIT2_A008;Integrar HIIT con seguridad;Usar intervalos intensos de forma dosificada y recuperable.;intermedio;cardio;medio;"FIT2_SRC002;FIT2_SRC011"
FIT2_P049;FIT2_A009;Entrenar en casa sin gimnasio;Diseñar rutina efectiva con poco espacio y material limitado.;general;programación;bajo;"FIT2_SRC010;FIT2_SRC011"
FIT2_P050;FIT2_A009;Entrenar con mancuernas;Crear progresiones con mancuernas para fuerza e hipertrofia.;general;programación;bajo;"FIT2_SRC010;FIT2_SRC004"
FIT2_P051;FIT2_A009;Entrenar con peso corporal;Progresar usando flexiones, sentadillas, zancadas, planchas y variantes.;general;programación;bajo;"FIT2_SRC010;FIT2_SRC002"
FIT2_P052;FIT2_A009;Entrenar con bandas elásticas;Usar bandas para fuerza, activación, movilidad o asistencia.;general;programación;bajo;"FIT2_SRC010;FIT2_SRC009"
FIT2_P053;FIT2_A009;Falta de tiempo para entrenar;Necesidad de sesiones cortas y eficientes.;general;adherencia;bajo;"FIT2_SRC001;FIT2_SRC008"
FIT2_P054;FIT2_A010;Aprender técnica de sentadilla;Mejorar patrón de sentadilla con rango, control y seguridad.;principiante;técnica;medio;"FIT2_SRC009;FIT2_SRC004"
FIT2_P055;FIT2_A010;Aprender técnica de bisagra de cadera;Mejorar peso muerto, buenos días o movimientos de cadera.;principiante;técnica;medio;"FIT2_SRC009;FIT2_SRC004"
FIT2_P056;FIT2_A010;Aprender técnica de flexión/press;Mejorar empuje horizontal o vertical con estabilidad.;principiante;técnica;bajo;"FIT2_SRC009;FIT2_SRC004"
FIT2_P057;FIT2_A010;Aprender técnica de remo/tracción;Mejorar tracción horizontal/vertical y control escapular.;principiante;técnica;bajo;"FIT2_SRC009;FIT2_SRC004"
FIT2_P058;FIT2_A010;Aprender zancadas y unilateral;Mejorar control de pierna individual y estabilidad.;principiante;técnica;bajo;"FIT2_SRC009;FIT2_SRC004"
FIT2_P059;FIT2_A010;Evitar compensaciones técnicas;Detectar y corregir patrones que limitan seguridad o eficacia.;general;técnica;medio;"FIT2_SRC009;FIT2_SRC011"
FIT2_P060;FIT2_A011;Vuelta al entrenamiento tras pausa;Retomar después de semanas/meses sin entrenar.;general;readaptación;medio;"FIT2_SRC002;FIT2_SRC011"
FIT2_P061;FIT2_A011;Vuelta tras molestia leve no diagnosticada;Retomar con prudencia si no hay dolor agudo ni signos de alarma.;general;readaptación;alto;"FIT2_SRC011;FIT2_SRC002"
FIT2_P062;FIT2_A011;Recuperar confianza en movimiento;Miedo a moverse o cargar tras pausa, lesión previa o experiencia negativa.;general;readaptación;medio;"FIT2_SRC011;FIT2_SRC009"
FIT2_P063;FIT2_A011;Prevención de recaídas en entrenamiento;Evitar picos bruscos de carga, exceso de volumen o mala recuperación.;general;programación;medio;"FIT2_SRC002;FIT2_SRC004"
FIT2_P064;FIT2_A012;Mantener fuerza en mayores;Preservar fuerza, masa muscular y autonomía funcional.;mayores;entrenamiento;medio;"FIT2_SRC001;FIT2_SRC002"
FIT2_P065;FIT2_A012;Mejorar equilibrio básico;Trabajar equilibrio estático/dinámico con seguridad.;mayores;entrenamiento;medio;"FIT2_SRC002;FIT2_SRC011"
FIT2_P066;FIT2_A012;Mejorar movilidad en mayores;Mantener rango y capacidad de moverse en actividades diarias.;mayores;movilidad;bajo;"FIT2_SRC001;FIT2_SRC008"
FIT2_P067;FIT2_A012;Mejorar capacidad para levantarse/sentarse;Objetivo funcional de fuerza de piernas y control.;mayores;funcional;medio;"FIT2_SRC002;FIT2_SRC011"
FIT2_P068;FIT2_A013;Baja adherencia al entrenamiento;Dificultad para sostener rutina más de pocas semanas.;general;hábitos;bajo;"FIT2_SRC008;FIT2_SRC010"
FIT2_P069;FIT2_A013;Falta de motivación;Baja motivación o dependencia de ganas para entrenar.;general;hábitos;bajo;"FIT2_SRC008;FIT2_SRC010"
FIT2_P070;FIT2_A013;Objetivos poco claros;Metas vagas que impiden programar y medir progreso.;general;hábitos;bajo;FIT2_SRC010
FIT2_P071;FIT2_A013;Sueño y recuperación insuficientes;Descanso inadecuado que afecta energía, rendimiento y progreso.;general;hábitos;medio;"FIT2_SRC011;FIT2_SRC005"
FIT2_P072;FIT2_A013;Seguimiento inconsistente;No registrar entrenamientos, medidas o adherencia, dificultando ajustes.;general;seguimiento;bajo;"FIT2_SRC010;FIT2_SRC004"
FIT2_P073;FIT2_A014;Proteína insuficiente para objetivo;Ingesta proteica baja respecto a ganancia o mantenimiento muscular.;general;nutrición básica;bajo;FIT2_SRC005
FIT2_P074;FIT2_A014;Hidratación insuficiente;Baja ingesta de líquidos alrededor de actividad o día a día.;general;nutrición básica;bajo;"FIT2_SRC008;FIT2_SRC011"
FIT2_P075;FIT2_A014;Energía insuficiente para entrenar;Sensación de falta de energía por horarios, ingesta o recuperación.;general;nutrición básica;medio;"FIT2_SRC005;FIT2_SRC011"
FIT2_P076;FIT2_A014;Organización de comidas alrededor del entrenamiento;Dudas sobre cuándo comer, proteína, hidratos o recuperación.;general;nutrición básica;bajo;FIT2_SRC005
