AREA;PROBLEMA_OBJETIVO;DESCRIPCION_PROBLEMA;POBLACION;TIPO_INTERVENCION_PROBLEMA;RIESGO_PROBLEMA;FUENTE_IDS;TECNICA_METODO;DESCRIPCION_TECNICA;RIESGO_TECNICA;TIPO_INTERVENCION_TECNICA;TAREA_PAUTA;DESCRIPCION_TAREA;OBJETIVO_TAREA;RIESGO_TAREA;DURACION;TIPO_INTERVENCION_TAREA;PRIORIDAD;NOTA_PROFESIONAL
Valoración y seguridad clínica;Valoración funcional inicial;Necesidad de evaluar dolor, movilidad, fuerza, función, objetivos y riesgos.;general;evaluación;bajo;"FIS2_SRC003;FIS2_SRC004";Coordinación interdisciplinar;Coordinar con medicina, traumatología, neurología, psicología o fisio especializado.;alto;seguridad;Coordinación interdisciplinar autorizada;Registrar consentimiento y profesional con quien coordinar.;Mejorar continuidad asistencial.;alto;según caso;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Valoración funcional inicial;Necesidad de evaluar dolor, movilidad, fuerza, función, objetivos y riesgos.;general;evaluación;bajo;"FIS2_SRC003;FIS2_SRC004";Prescripción de ejercicio domiciliario;Definir ejercicios claros, dosis, frecuencia, progresión y criterios de pausa.;bajo;tareas;Programa domiciliario claro;Entregar 3-5 ejercicios con dosis, frecuencia y criterios de pausa.;Mejorar adherencia.;bajo;semanal;tareas;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Banderas rojas musculoesqueléticas;Síntomas o signos que requieren derivación médica urgente o preferente.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC006";Entrevista y anamnesis fisioterapéutica;Recoger motivo, historia, evolución, función, salud, medicación, actividad y objetivos.;bajo;evaluación;Ficha inicial de fisioterapia;Registrar motivo, historia, evolución, función, medicación declarada, actividad y objetivos.;Estructurar valoración inicial.;bajo;20-40 min;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Banderas rojas musculoesqueléticas;Síntomas o signos que requieren derivación médica urgente o preferente.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC006";Cribado de banderas rojas;Detectar signos de derivación urgente/preferente y límites de intervención.;alto;seguridad;Checklist de banderas rojas;Revisar síntomas de alarma y criterios de derivación antes de pautar ejercicio.;Aumentar seguridad.;alto;cada valoración;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Banderas rojas musculoesqueléticas;Síntomas o signos que requieren derivación médica urgente o preferente.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC006";Cribado de banderas rojas;Detectar signos de derivación urgente/preferente y límites de intervención.;alto;seguridad;Registro de signos postoperatorios;Vigilar fiebre, enrojecimiento, dolor progresivo, secreción o signos de alarma.;Detectar complicaciones.;alto;diario;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Banderas rojas musculoesqueléticas;Síntomas o signos que requieren derivación médica urgente o preferente.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC006";Evaluación funcional por objetivos;Medir tareas relevantes: marcha, escaleras, levantarse, cargar, deporte, trabajo.;bajo;evaluación;Test funcional elegido;Seleccionar test relevante: sit-to-stand, escaleras, marcha, alcance, etc.;Vincular terapia a función real.;bajo;inicio/revisión;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Banderas rojas musculoesqueléticas;Síntomas o signos que requieren derivación médica urgente o preferente.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC006";Evaluación funcional por objetivos;Medir tareas relevantes: marcha, escaleras, levantarse, cargar, deporte, trabajo.;bajo;evaluación;Test de fuerza funcional relevante;Usar test adaptado: 5x sit-to-stand, puente, elevación talón, etc.;Seguir fuerza funcional.;medio;inicio/revisión;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Banderas rojas musculoesqueléticas;Síntomas o signos que requieren derivación médica urgente o preferente.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC006";Medición de dolor y función;Usar escalas, cuestionarios y tests de función para seguimiento.;bajo;evaluación;Escala dolor-función;Registrar dolor 0-10, actividad limitada y objetivo funcional.;Medir evolución.;bajo;cada sesión;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Banderas rojas musculoesqueléticas;Síntomas o signos que requieren derivación médica urgente o preferente.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC006";Medición de dolor y función;Usar escalas, cuestionarios y tests de función para seguimiento.;bajo;evaluación;Escala de confianza funcional;Valorar confianza 0-10 para tarea temida.;Medir miedo y progreso.;bajo;semanal;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Banderas rojas musculoesqueléticas;Síntomas o signos que requieren derivación médica urgente o preferente.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC006";Medición de dolor y función;Usar escalas, cuestionarios y tests de función para seguimiento.;bajo;evaluación;Test de movilidad articular relevante;Medir rango con criterio simple y repetible.;Seguir movilidad.;bajo;inicio/revisión;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Banderas rojas musculoesqueléticas;Síntomas o signos que requieren derivación médica urgente o preferente.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC006";Educación sobre dolor y pronóstico;Explicar dolor, recuperación, carga, señales de alarma y autocuidado.;bajo;educación;Educación de dolor básica;Explicar que dolor no siempre equivale a daño y cómo dosificar actividad.;Reducir miedo y mejorar autocuidado.;bajo;sesión;educación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Banderas rojas musculoesqueléticas;Síntomas o signos que requieren derivación médica urgente o preferente.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC006";Coordinación interdisciplinar;Coordinar con medicina, traumatología, neurología, psicología o fisio especializado.;alto;seguridad;Checklist derivación suelo pélvico;Incontinencia, dolor pélvico, posparto complicado, prolapsos o disfunción: derivar.;Detectar necesidad especializada.;alto;si procede;derivación;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Banderas rojas musculoesqueléticas;Síntomas o signos que requieren derivación médica urgente o preferente.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC006";Coordinación interdisciplinar;Coordinar con medicina, traumatología, neurología, psicología o fisio especializado.;alto;seguridad;Coordinación interdisciplinar autorizada;Registrar consentimiento y profesional con quien coordinar.;Mejorar continuidad asistencial.;alto;según caso;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Banderas rojas musculoesqueléticas;Síntomas o signos que requieren derivación médica urgente o preferente.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC006";Prescripción de ejercicio domiciliario;Definir ejercicios claros, dosis, frecuencia, progresión y criterios de pausa.;bajo;tareas;Programa domiciliario claro;Entregar 3-5 ejercicios con dosis, frecuencia y criterios de pausa.;Mejorar adherencia.;bajo;semanal;tareas;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Dolor agudo no explicado;Dolor intenso, progresivo o no relacionado con carga que requiere criterio profesional.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC018";Entrevista y anamnesis fisioterapéutica;Recoger motivo, historia, evolución, función, salud, medicación, actividad y objetivos.;bajo;evaluación;Ficha inicial de fisioterapia;Registrar motivo, historia, evolución, función, medicación declarada, actividad y objetivos.;Estructurar valoración inicial.;bajo;20-40 min;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Dolor agudo no explicado;Dolor intenso, progresivo o no relacionado con carga que requiere criterio profesional.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC018";Cribado de banderas rojas;Detectar signos de derivación urgente/preferente y límites de intervención.;alto;seguridad;Checklist de banderas rojas;Revisar síntomas de alarma y criterios de derivación antes de pautar ejercicio.;Aumentar seguridad.;alto;cada valoración;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Dolor agudo no explicado;Dolor intenso, progresivo o no relacionado con carga que requiere criterio profesional.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC018";Cribado de banderas rojas;Detectar signos de derivación urgente/preferente y límites de intervención.;alto;seguridad;Registro de signos postoperatorios;Vigilar fiebre, enrojecimiento, dolor progresivo, secreción o signos de alarma.;Detectar complicaciones.;alto;diario;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Dolor agudo no explicado;Dolor intenso, progresivo o no relacionado con carga que requiere criterio profesional.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC018";Evaluación funcional por objetivos;Medir tareas relevantes: marcha, escaleras, levantarse, cargar, deporte, trabajo.;bajo;evaluación;Test funcional elegido;Seleccionar test relevante: sit-to-stand, escaleras, marcha, alcance, etc.;Vincular terapia a función real.;bajo;inicio/revisión;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Dolor agudo no explicado;Dolor intenso, progresivo o no relacionado con carga que requiere criterio profesional.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC018";Evaluación funcional por objetivos;Medir tareas relevantes: marcha, escaleras, levantarse, cargar, deporte, trabajo.;bajo;evaluación;Test de fuerza funcional relevante;Usar test adaptado: 5x sit-to-stand, puente, elevación talón, etc.;Seguir fuerza funcional.;medio;inicio/revisión;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Dolor agudo no explicado;Dolor intenso, progresivo o no relacionado con carga que requiere criterio profesional.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC018";Medición de dolor y función;Usar escalas, cuestionarios y tests de función para seguimiento.;bajo;evaluación;Escala dolor-función;Registrar dolor 0-10, actividad limitada y objetivo funcional.;Medir evolución.;bajo;cada sesión;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Dolor agudo no explicado;Dolor intenso, progresivo o no relacionado con carga que requiere criterio profesional.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC018";Medición de dolor y función;Usar escalas, cuestionarios y tests de función para seguimiento.;bajo;evaluación;Escala de confianza funcional;Valorar confianza 0-10 para tarea temida.;Medir miedo y progreso.;bajo;semanal;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Dolor agudo no explicado;Dolor intenso, progresivo o no relacionado con carga que requiere criterio profesional.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC018";Medición de dolor y función;Usar escalas, cuestionarios y tests de función para seguimiento.;bajo;evaluación;Test de movilidad articular relevante;Medir rango con criterio simple y repetible.;Seguir movilidad.;bajo;inicio/revisión;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Dolor agudo no explicado;Dolor intenso, progresivo o no relacionado con carga que requiere criterio profesional.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC018";Educación sobre dolor y pronóstico;Explicar dolor, recuperación, carga, señales de alarma y autocuidado.;bajo;educación;Educación de dolor básica;Explicar que dolor no siempre equivale a daño y cómo dosificar actividad.;Reducir miedo y mejorar autocuidado.;bajo;sesión;educación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Dolor agudo no explicado;Dolor intenso, progresivo o no relacionado con carga que requiere criterio profesional.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC018";Coordinación interdisciplinar;Coordinar con medicina, traumatología, neurología, psicología o fisio especializado.;alto;seguridad;Checklist derivación suelo pélvico;Incontinencia, dolor pélvico, posparto complicado, prolapsos o disfunción: derivar.;Detectar necesidad especializada.;alto;si procede;derivación;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Dolor agudo no explicado;Dolor intenso, progresivo o no relacionado con carga que requiere criterio profesional.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC018";Coordinación interdisciplinar;Coordinar con medicina, traumatología, neurología, psicología o fisio especializado.;alto;seguridad;Coordinación interdisciplinar autorizada;Registrar consentimiento y profesional con quien coordinar.;Mejorar continuidad asistencial.;alto;según caso;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Dolor agudo no explicado;Dolor intenso, progresivo o no relacionado con carga que requiere criterio profesional.;general;seguridad;alto;"FIS2_SRC003;FIS2_SRC018";Prescripción de ejercicio domiciliario;Definir ejercicios claros, dosis, frecuencia, progresión y criterios de pausa.;bajo;tareas;Programa domiciliario claro;Entregar 3-5 ejercicios con dosis, frecuencia y criterios de pausa.;Mejorar adherencia.;bajo;semanal;tareas;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Limitación funcional no específica;Dificultad para tareas cotidianas sin diagnóstico claro inicial.;general;evaluación;medio;"FIS2_SRC001;FIS2_SRC002";Entrevista y anamnesis fisioterapéutica;Recoger motivo, historia, evolución, función, salud, medicación, actividad y objetivos.;bajo;evaluación;Ficha inicial de fisioterapia;Registrar motivo, historia, evolución, función, medicación declarada, actividad y objetivos.;Estructurar valoración inicial.;bajo;20-40 min;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Limitación funcional no específica;Dificultad para tareas cotidianas sin diagnóstico claro inicial.;general;evaluación;medio;"FIS2_SRC001;FIS2_SRC002";Cribado de banderas rojas;Detectar signos de derivación urgente/preferente y límites de intervención.;alto;seguridad;Checklist de banderas rojas;Revisar síntomas de alarma y criterios de derivación antes de pautar ejercicio.;Aumentar seguridad.;alto;cada valoración;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Limitación funcional no específica;Dificultad para tareas cotidianas sin diagnóstico claro inicial.;general;evaluación;medio;"FIS2_SRC001;FIS2_SRC002";Cribado de banderas rojas;Detectar signos de derivación urgente/preferente y límites de intervención.;alto;seguridad;Registro de signos postoperatorios;Vigilar fiebre, enrojecimiento, dolor progresivo, secreción o signos de alarma.;Detectar complicaciones.;alto;diario;seguridad;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Limitación funcional no específica;Dificultad para tareas cotidianas sin diagnóstico claro inicial.;general;evaluación;medio;"FIS2_SRC001;FIS2_SRC002";Evaluación funcional por objetivos;Medir tareas relevantes: marcha, escaleras, levantarse, cargar, deporte, trabajo.;bajo;evaluación;Test funcional elegido;Seleccionar test relevante: sit-to-stand, escaleras, marcha, alcance, etc.;Vincular terapia a función real.;bajo;inicio/revisión;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Limitación funcional no específica;Dificultad para tareas cotidianas sin diagnóstico claro inicial.;general;evaluación;medio;"FIS2_SRC001;FIS2_SRC002";Evaluación funcional por objetivos;Medir tareas relevantes: marcha, escaleras, levantarse, cargar, deporte, trabajo.;bajo;evaluación;Test de fuerza funcional relevante;Usar test adaptado: 5x sit-to-stand, puente, elevación talón, etc.;Seguir fuerza funcional.;medio;inicio/revisión;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Limitación funcional no específica;Dificultad para tareas cotidianas sin diagnóstico claro inicial.;general;evaluación;medio;"FIS2_SRC001;FIS2_SRC002";Medición de dolor y función;Usar escalas, cuestionarios y tests de función para seguimiento.;bajo;evaluación;Escala dolor-función;Registrar dolor 0-10, actividad limitada y objetivo funcional.;Medir evolución.;bajo;cada sesión;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Limitación funcional no específica;Dificultad para tareas cotidianas sin diagnóstico claro inicial.;general;evaluación;medio;"FIS2_SRC001;FIS2_SRC002";Medición de dolor y función;Usar escalas, cuestionarios y tests de función para seguimiento.;bajo;evaluación;Escala de confianza funcional;Valorar confianza 0-10 para tarea temida.;Medir miedo y progreso.;bajo;semanal;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
Valoración y seguridad clínica;Limitación funcional no específica;Dificultad para tareas cotidianas sin diagnóstico claro inicial.;general;evaluación;medio;"FIS2_SRC001;FIS2_SRC002";Medición de dolor y función;Usar escalas, cuestionarios y tests de función para seguimiento.;bajo;evaluación;Test de movilidad articular relevante;Medir rango con criterio simple y repetible.;Seguir movilidad.;bajo;inicio/revisión;evaluación;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
