recomendacion_id;problema_id;tecnica_id;tarea_id;prioridad;nota_profesional
FIS_R0059;FIS_P004;FIS_T011;FIS_TA013;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0060;FIS_P004;FIS_T012;FIS_TA019;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0061;FIS_P004;FIS_T017;FIS_TA020;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0062;FIS_P004;FIS_T017;FIS_TA021;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0063;FIS_P005;FIS_T001;FIS_TA001;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0064;FIS_P005;FIS_T001;FIS_TA002;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0065;FIS_P005;FIS_T001;FIS_TA003;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0066;FIS_P005;FIS_T002;FIS_TA004;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0067;FIS_P005;FIS_T002;FIS_TA005;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0068;FIS_P005;FIS_T002;FIS_TA027;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0069;FIS_P005;FIS_T005;FIS_TA008;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0070;FIS_P005;FIS_T005;FIS_TA009;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0071;FIS_P005;FIS_T005;FIS_TA025;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0072;FIS_P005;FIS_T008;FIS_TA010;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0073;FIS_P005;FIS_T008;FIS_TA026;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0074;FIS_P005;FIS_T009;FIS_TA014;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0075;FIS_P005;FIS_T009;FIS_TA015;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0076;FIS_P005;FIS_T011;FIS_TA013;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0077;FIS_P005;FIS_T014;FIS_TA017;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0078;FIS_P005;FIS_T014;FIS_TA018;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0081;FIS_P006;FIS_T001;FIS_TA001;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0082;FIS_P006;FIS_T001;FIS_TA002;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0083;FIS_P006;FIS_T001;FIS_TA003;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0084;FIS_P006;FIS_T002;FIS_TA004;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0085;FIS_P006;FIS_T002;FIS_TA005;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0086;FIS_P006;FIS_T002;FIS_TA027;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0087;FIS_P006;FIS_T005;FIS_TA008;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0088;FIS_P006;FIS_T005;FIS_TA009;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0089;FIS_P006;FIS_T005;FIS_TA025;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0090;FIS_P006;FIS_T008;FIS_TA010;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0091;FIS_P006;FIS_T008;FIS_TA026;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0092;FIS_P006;FIS_T009;FIS_TA014;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0093;FIS_P006;FIS_T009;FIS_TA015;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0094;FIS_P006;FIS_T011;FIS_TA013;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0095;FIS_P006;FIS_T014;FIS_TA017;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0096;FIS_P006;FIS_T014;FIS_TA018;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0099;FIS_P007;FIS_T001;FIS_TA001;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0100;FIS_P007;FIS_T001;FIS_TA002;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0101;FIS_P007;FIS_T001;FIS_TA003;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0102;FIS_P007;FIS_T002;FIS_TA004;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0103;FIS_P007;FIS_T002;FIS_TA005;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0104;FIS_P007;FIS_T002;FIS_TA027;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0105;FIS_P007;FIS_T005;FIS_TA008;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0106;FIS_P007;FIS_T005;FIS_TA009;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0107;FIS_P007;FIS_T005;FIS_TA025;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0108;FIS_P007;FIS_T009;FIS_TA014;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0109;FIS_P007;FIS_T009;FIS_TA015;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0110;FIS_P007;FIS_T014;FIS_TA017;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0111;FIS_P007;FIS_T014;FIS_TA018;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0112;FIS_P007;FIS_T015;FIS_TA029;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0113;FIS_P007;FIS_T015;FIS_TA030;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0114;FIS_P008;FIS_T001;FIS_TA001;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0115;FIS_P008;FIS_T001;FIS_TA002;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0116;FIS_P008;FIS_T001;FIS_TA003;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0117;FIS_P008;FIS_T002;FIS_TA004;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0118;FIS_P008;FIS_T002;FIS_TA005;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0119;FIS_P008;FIS_T002;FIS_TA027;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0120;FIS_P008;FIS_T005;FIS_TA008;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0121;FIS_P008;FIS_T005;FIS_TA009;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0122;FIS_P008;FIS_T005;FIS_TA025;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0123;FIS_P008;FIS_T007;FIS_TA011;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0124;FIS_P008;FIS_T007;FIS_TA012;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0125;FIS_P008;FIS_T007;FIS_TA024;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0126;FIS_P008;FIS_T009;FIS_TA014;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0127;FIS_P008;FIS_T009;FIS_TA015;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0128;FIS_P008;FIS_T015;FIS_TA029;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0129;FIS_P008;FIS_T015;FIS_TA030;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0131;FIS_P009;FIS_T001;FIS_TA001;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0132;FIS_P009;FIS_T001;FIS_TA002;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0133;FIS_P009;FIS_T001;FIS_TA003;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0134;FIS_P009;FIS_T002;FIS_TA004;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0135;FIS_P009;FIS_T002;FIS_TA005;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0136;FIS_P009;FIS_T002;FIS_TA027;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0137;FIS_P009;FIS_T005;FIS_TA008;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0138;FIS_P009;FIS_T005;FIS_TA009;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0139;FIS_P009;FIS_T005;FIS_TA025;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0140;FIS_P009;FIS_T009;FIS_TA014;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0141;FIS_P009;FIS_T009;FIS_TA015;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0142;FIS_P009;FIS_T012;FIS_TA019;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0143;FIS_P009;FIS_T014;FIS_TA017;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0144;FIS_P009;FIS_T014;FIS_TA018;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0145;FIS_P010;FIS_T001;FIS_TA001;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0146;FIS_P010;FIS_T001;FIS_TA002;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0147;FIS_P010;FIS_T001;FIS_TA003;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0148;FIS_P010;FIS_T002;FIS_TA004;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0149;FIS_P010;FIS_T002;FIS_TA005;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0150;FIS_P010;FIS_T002;FIS_TA027;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0151;FIS_P010;FIS_T005;FIS_TA008;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0152;FIS_P010;FIS_T005;FIS_TA009;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0153;FIS_P010;FIS_T005;FIS_TA025;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0154;FIS_P010;FIS_T009;FIS_TA014;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0155;FIS_P010;FIS_T009;FIS_TA015;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0156;FIS_P010;FIS_T014;FIS_TA017;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0157;FIS_P010;FIS_T014;FIS_TA018;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0158;FIS_P010;FIS_T015;FIS_TA029;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0159;FIS_P010;FIS_T015;FIS_TA030;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0160;FIS_P011;FIS_T001;FIS_TA001;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0161;FIS_P011;FIS_T001;FIS_TA002;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0162;FIS_P011;FIS_T001;FIS_TA003;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0163;FIS_P011;FIS_T002;FIS_TA004;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0164;FIS_P011;FIS_T002;FIS_TA005;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0165;FIS_P011;FIS_T002;FIS_TA027;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0166;FIS_P011;FIS_T005;FIS_TA008;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0167;FIS_P011;FIS_T005;FIS_TA009;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0168;FIS_P011;FIS_T005;FIS_TA025;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0169;FIS_P011;FIS_T009;FIS_TA014;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0170;FIS_P011;FIS_T009;FIS_TA015;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0171;FIS_P011;FIS_T016;FIS_TA022;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0172;FIS_P011;FIS_T016;FIS_TA023;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0173;FIS_P012;FIS_T001;FIS_TA001;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0174;FIS_P012;FIS_T001;FIS_TA002;media;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
FIS_R0175;FIS_P012;FIS_T001;FIS_TA003;alta;El fisioterapeuta debe adaptar la pauta a valoración, fase, irritabilidad, contraindicaciones y objetivos funcionales.
