recomendacion_id;problema_id;tecnica_id;tarea_id;prioridad;nota_profesional
FIS2_R0032;FIS2_P003;FIS2_T004;FIS2_TA088;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0033;FIS2_P003;FIS2_T005;FIS2_TA005;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0034;FIS2_P003;FIS2_T060;FIS2_TA082;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0035;FIS2_P003;FIS2_T060;FIS2_TA083;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0036;FIS2_P003;FIS2_T061;FIS2_TA008;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0037;FIS2_P004;FIS2_T001;FIS2_TA001;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0038;FIS2_P004;FIS2_T002;FIS2_TA002;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0039;FIS2_P004;FIS2_T002;FIS2_TA062;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0040;FIS2_P004;FIS2_T003;FIS2_TA004;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0041;FIS2_P004;FIS2_T003;FIS2_TA089;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0042;FIS2_P004;FIS2_T004;FIS2_TA003;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0043;FIS2_P004;FIS2_T004;FIS2_TA087;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0044;FIS2_P004;FIS2_T004;FIS2_TA088;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0045;FIS2_P004;FIS2_T005;FIS2_TA005;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0046;FIS2_P004;FIS2_T060;FIS2_TA082;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0047;FIS2_P004;FIS2_T060;FIS2_TA083;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0048;FIS2_P004;FIS2_T061;FIS2_TA008;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0049;FIS2_P005;FIS2_T001;FIS2_TA001;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0050;FIS2_P005;FIS2_T002;FIS2_TA002;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0051;FIS2_P005;FIS2_T002;FIS2_TA062;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0052;FIS2_P005;FIS2_T003;FIS2_TA004;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0053;FIS2_P005;FIS2_T003;FIS2_TA089;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0054;FIS2_P005;FIS2_T004;FIS2_TA003;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0055;FIS2_P005;FIS2_T004;FIS2_TA087;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0056;FIS2_P005;FIS2_T004;FIS2_TA088;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0057;FIS2_P005;FIS2_T005;FIS2_TA005;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0058;FIS2_P005;FIS2_T060;FIS2_TA082;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0059;FIS2_P005;FIS2_T060;FIS2_TA083;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0060;FIS2_P005;FIS2_T061;FIS2_TA008;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0061;FIS2_P006;FIS2_T005;FIS2_TA005;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0062;FIS2_P006;FIS2_T011;FIS2_TA011;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0063;FIS2_P006;FIS2_T012;FIS2_TA012;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0064;FIS2_P006;FIS2_T055;FIS2_TA014;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0065;FIS2_P006;FIS2_T055;FIS2_TA078;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0066;FIS2_P006;FIS2_T056;FIS2_TA013;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0067;FIS2_P006;FIS2_T056;FIS2_TA077;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0068;FIS2_P006;FIS2_T061;FIS2_TA008;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0069;FIS2_P006;FIS2_T064;FIS2_TA010;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0070;FIS2_P006;FIS2_T064;FIS2_TA053;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0071;FIS2_P007;FIS2_T005;FIS2_TA005;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0072;FIS2_P007;FIS2_T011;FIS2_TA011;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0073;FIS2_P007;FIS2_T012;FIS2_TA012;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0074;FIS2_P007;FIS2_T055;FIS2_TA014;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0075;FIS2_P007;FIS2_T055;FIS2_TA078;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0076;FIS2_P007;FIS2_T056;FIS2_TA013;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0077;FIS2_P007;FIS2_T056;FIS2_TA077;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0078;FIS2_P007;FIS2_T061;FIS2_TA008;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0079;FIS2_P007;FIS2_T064;FIS2_TA010;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0080;FIS2_P007;FIS2_T064;FIS2_TA053;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0081;FIS2_P008;FIS2_T005;FIS2_TA005;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0082;FIS2_P008;FIS2_T011;FIS2_TA011;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0083;FIS2_P008;FIS2_T012;FIS2_TA012;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0084;FIS2_P008;FIS2_T055;FIS2_TA014;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0085;FIS2_P008;FIS2_T055;FIS2_TA078;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0086;FIS2_P008;FIS2_T056;FIS2_TA013;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0087;FIS2_P008;FIS2_T056;FIS2_TA077;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0088;FIS2_P008;FIS2_T061;FIS2_TA008;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0089;FIS2_P008;FIS2_T064;FIS2_TA010;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0090;FIS2_P008;FIS2_T064;FIS2_TA053;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0091;FIS2_P009;FIS2_T005;FIS2_TA005;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0092;FIS2_P009;FIS2_T011;FIS2_TA011;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0093;FIS2_P009;FIS2_T012;FIS2_TA012;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0094;FIS2_P009;FIS2_T055;FIS2_TA014;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0095;FIS2_P009;FIS2_T055;FIS2_TA078;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0096;FIS2_P009;FIS2_T056;FIS2_TA013;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0097;FIS2_P009;FIS2_T056;FIS2_TA077;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0098;FIS2_P009;FIS2_T061;FIS2_TA008;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0099;FIS2_P009;FIS2_T064;FIS2_TA010;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0100;FIS2_P009;FIS2_T064;FIS2_TA053;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0101;FIS2_P010;FIS2_T005;FIS2_TA005;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0102;FIS2_P010;FIS2_T011;FIS2_TA011;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0103;FIS2_P010;FIS2_T012;FIS2_TA012;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0104;FIS2_P010;FIS2_T055;FIS2_TA014;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0105;FIS2_P010;FIS2_T055;FIS2_TA078;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0106;FIS2_P010;FIS2_T056;FIS2_TA013;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0107;FIS2_P010;FIS2_T056;FIS2_TA077;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0108;FIS2_P010;FIS2_T061;FIS2_TA008;media;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
FIS2_R0109;FIS2_P010;FIS2_T064;FIS2_TA010;alta;Adaptar a valoración individual, irritabilidad, fase, dolor, función, comorbilidades, objetivos y tolerancia. Derivar si hay banderas rojas, síntomas neurológicos progresivos, dolor no mecánico o señales de alarma.
